ct_pickup,n_rides,avg_fare_amount,avg_trip_distance,avg_trip_time_in_secs,total_passengers,period_id
1013400,9,8.444444444444445,1.8988888888888888,488.6666666666667,13,0_00_
1013501,1,8.5,1.82,480.0,1,0_00_
1013502,1,7.0,1.66,360.0,1,0_00_
1013603,2,7.0,1.575,362.5,6,0_00_
1013700,17,8.5,1.7929411764705883,523.8823529411765,25,0_00_
1013800,3,9.0,2.14,519.0,3,0_00_
1013900,7,9.285714285714286,2.1042857142857145,573.8571428571429,8,0_00_
1014000,3,8.833333333333334,1.9333333333333336,504.6666666666667,4,0_00_
1014200,2,4.5,0.595,194.5,2,0_00_
1014300,2,7.0,1.425,360.0,2,0_00_
1014401,1,10.0,2.57,600.0,2,0_00_
1014402,3,9.0,2.033333333333333,517.3333333333334,4,0_00_
1014500,14,9.071428571428571,2.007857142857143,539.9285714285714,20,0_00_
1014601,3,9.0,2.0500000000000003,553.6666666666666,3,0_00_
1014602,1,18.5,5.33,1140.0,2,0_00_
1014700,1,8.5,1.7,480.0,5,0_00_
1014801,3,4.166666666666667,0.5599999999999999,140.0,8,0_00_
1014802,1,6.5,1.4,370.0,2,0_00_
1014900,5,5.6,0.952,274.2,7,0_00_
1015002,1,4.0,0.52,180.0,1,0_00_
1015200,2,13.75,3.855,823.5,9,0_00_
1015301,3,8.333333333333334,1.9166666666666667,448.3333333333333,4,0_00_
1015302,10,8.65,1.973,483.6,13,0_00_
1015401,1,10.0,2.23,660.0,1,0_00_
1015602,1,9.0,1.7,525.0,2,0_00_
1015700,8,9.8125,2.34125,571.625,18,0_00_
1015900,4,8.0,1.655,457.25,4,0_00_
1016100,2,6.5,1.365,338.0,2,0_00_
1016300,3,9.166666666666666,2.01,585.3333333333334,8,0_00_
1016400,1,13.0,3.3,840.0,4,0_00_
1016500,4,9.875,2.1325,653.0,8,0_00_
1016700,2,14.25,3.8500000000000005,900.0,2,0_00_
1016800,2,9.5,2.045,586.0,10,0_00_
1016900,1,12.5,3.25,720.0,1,0_00_
1017100,5,11.0,2.502,681.0,8,0_00_
1017200,2,8.5,1.65,516.5,2,0_00_
1017300,3,10.833333333333334,2.6666666666666665,676.3333333333334,8,0_00_
1017500,3,5.666666666666667,0.8666666666666667,285.0,3,0_00_
1017700,1,3.5,0.4,111.0,1,0_00_
1017900,6,8.666666666666666,1.79,532.0,7,0_00_
1018100,1,4.5,0.5,246.0,2,0_00_
1018200,1,5.5,1.0,280.0,1,0_00_
1018300,5,7.1,1.3760000000000001,406.8,6,0_00_
1018800,1,6.5,1.2,391.0,1,0_00_
1018900,1,14.5,3.8,848.0,1,0_00_
1019100,4,10.125,2.2199999999999998,582.5,6,0_00_
1019300,3,9.333333333333334,1.97,593.0,3,0_00_
1019400,1,7.0,1.14,480.0,1,0_00_
1019500,3,7.0,1.22,407.6666666666667,6,0_00_
1019702,1,6.0,1.1,288.0,1,0_00_
1019900,1,22.0,5.9,1450.0,2,0_00_
1020102,4,6.125,1.1275,299.5,4,0_00_
1020500,1,6.5,1.1,353.0,1,0_00_
1021100,3,5.833333333333333,0.9933333333333335,273.0,9,0_00_
1021800,2,8.5,1.8050000000000002,480.0,3,0_00_
1021900,1,4.0,0.52,120.0,6,0_00_
1022000,1,6.0,1.1,312.0,1,0_00_
1022200,1,15.5,4.25,960.0,1,0_00_
1022301,2,7.5,1.38,429.0,3,0_00_
1022302,2,9.75,2.1,589.5,2,0_00_
1022400,1,4.0,0.49,180.0,2,0_00_
1022500,1,6.5,1.0,422.0,1,0_00_
1022600,2,8.0,1.4,490.5,2,0_00_
1022900,1,4.5,0.6,206.0,1,0_00_
1023000,1,6.0,1.14,300.0,5,0_00_
1024100,1,4.0,0.59,120.0,6,0_00_
1024200,1,11.0,2.94,660.0,6,0_00_
1024302,1,4.0,0.8,208.0,1,0_00_
1024500,1,6.5,1.1,384.0,1,0_00_
1025300,1,6.0,1.12,240.0,1,0_00_
1025700,3,11.166666666666666,2.7100000000000004,668.6666666666666,8,0_00_
1025900,1,20.5,6.0,1292.0,1,0_00_
1031704,1,4.5,0.78,180.0,2,0_00_
1000700,2,11.0,2.625,684.0,7,0_01_
1001300,1,10.0,2.3,562.0,1,0_01_
1001402,1,4.0,0.41,180.0,6,0_01_
1001800,5,8.1,1.56,503.6,7,0_01_
1002800,1,6.0,1.1,289.0,2,0_01_
1002902,2,9.25,1.835,663.5,2,0_01_
1003001,5,6.4,1.26,317.4,6,0_01_
1003002,2,5.25,1.01,270.0,10,0_01_
1003100,1,8.0,1.7,441.0,1,0_01_
1003200,5,7.8,1.52,462.6,7,0_01_
1003300,6,8.833333333333334,1.96,510.5,6,0_01_
1003400,2,6.0,1.2,279.0,3,0_01_
1003601,1,4.5,0.6,242.0,3,0_01_
1003602,2,4.75,0.64,235.0,3,0_01_
1003700,5,7.0,1.456,368.4,9,0_01_
1003800,5,8.0,1.764,445.8,12,0_01_
1003900,2,5.75,1.15,262.0,2,0_01_
1004001,3,7.333333333333333,1.4000000000000001,398.3333333333333,3,0_01_
1004002,1,8.5,1.94,480.0,2,0_01_
1004100,7,6.857142857142857,1.3414285714285714,370.57142857142856,10,0_01_
1004500,1,10.5,2.6,607.0,1,0_01_
1004700,2,7.75,1.8900000000000001,415.5,2,0_01_
1004800,1,11.0,2.4,679.0,1,0_01_
1004900,5,6.1,1.242,281.8,9,0_01_
1005000,4,6.0,1.13,317.5,5,0_01_
1005200,7,6.857142857142857,1.304285714285714,389.0,7,0_01_
1005400,3,7.0,1.54,381.0,4,0_01_
1005501,2,4.5,0.5700000000000001,182.5,4,0_01_
1005502,3,5.5,0.9233333333333333,241.66666666666666,3,0_01_
1005600,2,9.5,2.1399999999999997,567.5,6,0_01_
1005700,1,4.5,0.54,240.0,6,0_01_
1005800,4,6.5,1.2625,312.0,5,0_01_
1006100,7,6.428571428571429,1.217142857142857,354.0,9,0_01_
1006300,2,5.25,0.825,270.0,5,0_01_
1006400,5,6.5,1.3279999999999998,343.2,7,0_01_
1006500,4,7.0,1.285,412.75,8,0_01_
1006600,1,10.5,2.41,660.0,1,0_01_
1006700,5,7.7,1.6960000000000002,408.0,9,0_01_
1006800,2,7.25,1.365,414.5,2,0_01_
1006900,2,9.5,2.3,505.0,4,0_01_
1007002,3,8.0,1.6833333333333333,468.0,4,0_01_
1007100,6,7.333333333333333,1.616666666666667,383.5,8,0_01_
1007200,3,6.166666666666667,1.1566666666666665,320.3333333333333,4,0_01_
1007300,5,9.2,2.096,560.2,12,0_01_
1007400,5,6.7,1.268,369.8,12,0_01_
1007500,1,5.5,1.0,297.0,1,0_01_
1007600,3,8.166666666666666,1.95,443.6666666666667,10,0_01_
1007700,7,7.857142857142857,1.5399999999999998,466.14285714285717,11,0_01_
1007800,3,21.666666666666668,1.4000000000000001,360.0,12,0_01_
1007900,17,8.882352941176471,1.9329411764705882,548.5294117647059,35,0_01_
1008000,8,7.4375,1.3875,420.0,11,0_01_
1008100,5,6.9,1.438,334.8,15,0_01_
1008200,4,7.125,1.4925000000000002,356.75,6,0_01_
1008300,11,9.454545454545455,2.1154545454545453,592.0,24,0_01_
1008400,4,6.875,1.3575000000000002,373.75,4,0_01_
1008603,1,12.0,3.17,720.0,1,0_01_
1008700,2,7.0,1.5,361.0,2,0_01_
1008800,2,6.25,1.085,330.0,6,0_01_
1008900,3,8.666666666666666,1.9666666666666668,508.6666666666667,3,0_01_
1009000,1,5.5,1.0,207.0,2,0_01_
1009100,1,18.0,5.3,1136.0,3,0_01_
1009200,9,7.388888888888889,1.5811111111111111,413.55555555555554,19,0_01_
1009300,2,8.25,1.775,480.0,5,0_01_
1009400,1,8.0,1.9,390.0,4,0_01_
1009500,4,7.5,1.625,411.75,4,0_01_
1009600,1,8.0,1.88,420.0,1,0_01_
1009700,1,16.5,4.5,982.0,1,0_01_
1009800,1,10.0,2.32,600.0,1,0_01_
1009901,2,10.25,2.35,578.5,2,0_01_
1009902,2,7.25,1.25,409.0,2,0_01_
1009903,1,10.5,2.24,840.0,5,0_01_
