ct_pickup,n_rides,avg_fare_amount,avg_trip_distance,avg_trip_time_in_secs,total_passengers,period_id
1015502,6,9.833333333333334,2.033333333333333,678.6666666666666,17,1_36_
1015601,1,7.5,1.43,480.0,1,1_36_
1015700,18,8.583333333333334,1.63,564.2222222222222,28,1_36_
1015801,15,11.066666666666666,2.1513333333333335,826.4,20,1_36_
1015802,6,13.583333333333334,2.8666666666666667,1001.8333333333334,12,1_36_
1015900,20,8.075,1.4754999999999998,540.65,32,1_36_
1016001,17,10.852941176470589,2.0088235294117647,810.0,30,1_36_
1016002,5,7.7,1.4,488.2,10,1_36_
1016100,8,8.1875,1.4925,584.375,11,1_36_
1016200,1,7.0,1.46,360.0,4,1_36_
1016300,21,8.80952380952381,1.5785714285714285,615.6666666666666,38,1_36_
1016400,1,10.0,2.5,612.0,1,1_36_
1016500,10,10.15,1.7870000000000001,764.2,16,1_36_
1016600,1,5.5,1.0,266.0,1,1_36_
1016700,11,8.818181818181818,1.6,610.3636363636364,15,1_36_
1016800,5,11.4,2.67,801.8,6,1_36_
1016900,5,7.4,1.318,487.2,7,1_36_
1017000,2,12.25,2.505,869.0,3,1_36_
1017100,22,7.045454545454546,1.1454545454545455,444.95454545454544,46,1_36_
1017200,2,7.75,1.355,505.0,2,1_36_
1017300,7,9.357142857142858,1.612857142857143,665.4285714285714,17,1_36_
1017500,10,10.55,2.028,747.5,14,1_36_
1017700,9,10.722222222222221,2.0966666666666667,790.4444444444445,17,1_36_
1017900,7,10.428571428571429,1.8628571428571428,747.0,12,1_36_
1018000,2,13.25,3.165,930.0,2,1_36_
1018100,3,12.5,2.5,940.0,3,1_36_
1018300,16,9.5,1.83,633.5,29,1_36_
1018500,5,9.1,1.69,636.2,5,1_36_
1018700,5,11.5,2.3939999999999997,761.2,9,1_36_
1018800,1,6.5,1.51,360.0,1,1_36_
1018900,2,5.0,0.805,240.0,4,1_36_
1019100,4,12.0,2.71,808.5,8,1_36_
1019300,2,12.25,2.875,883.5,2,1_36_
1019500,6,8.166666666666666,1.6816666666666666,491.3333333333333,8,1_36_
1019701,3,24.166666666666668,2.3333333333333335,629.6666666666666,12,1_36_
1019702,2,15.5,3.255,1181.0,4,1_36_
1019800,7,9.357142857142858,1.9357142857142857,615.4285714285714,9,1_36_
1019900,5,8.4,1.834,484.0,13,1_36_
1020102,2,14.25,2.6550000000000002,1337.5,2,1_36_
1020300,9,9.88888888888889,2.178888888888889,624.5555555555555,13,1_36_
1020500,10,12.65,2.818,855.9,15,1_36_
1020800,1,6.5,1.1,370.0,1,1_36_
1021100,5,12.6,2.5799999999999996,893.6,9,1_36_
1021900,3,7.333333333333333,1.4166666666666667,460.0,3,1_36_
1022000,1,7.5,1.53,420.0,6,1_36_
1022200,1,22.0,4.4,1860.0,1,1_36_
1022301,2,9.0,1.8199999999999998,540.0,6,1_36_
1022302,1,7.0,1.5,341.0,1,1_36_
1022600,1,15.5,3.8,1047.0,1,1_36_
1023300,1,22.5,5.4,1721.0,1,1_36_
1025100,1,31.5,8.39,2640.0,1,1_36_
1025500,1,7.0,0.92,480.0,1,1_36_
1025700,4,11.25,2.6999999999999997,679.25,4,1_36_
1027300,1,18.0,5.0,1060.0,1,1_36_
1031703,7,13.0,3.317142857142857,762.5714285714286,7,1_36_
1031704,5,13.7,2.914,983.2,11,1_36_
1031900,1,19.0,3.66,1500.0,1,1_36_
1000202,1,12.5,2.45,1020.0,1,1_37_
1000700,9,15.555555555555555,3.481111111111111,1114.4444444444443,18,1_37_
1000800,1,22.0,3.98,2220.0,1,1_37_
1000900,7,16.857142857142858,4.198571428571428,1129.142857142857,18,1_37_
1001300,20,13.475,3.1785,867.9,25,1_37_
1001402,1,19.5,3.91,1620.0,1,1_37_
1001501,4,14.875,2.4074999999999998,1260.0,5,1_37_
1001502,7,16.571428571428573,3.5042857142857144,1297.5714285714287,10,1_37_
1001600,4,12.875,2.65,974.5,4,1_37_
1001800,7,10.571428571428571,2.027142857142857,772.5714285714286,17,1_37_
1002100,20,10.225,1.9609999999999999,729.85,48,1_37_
1002201,2,12.25,2.36,914.0,2,1_37_
1002202,3,13.666666666666666,2.61,1032.3333333333333,3,1_37_
1002601,2,8.25,1.895,512.0,2,1_37_
1002602,3,6.0,1.0033333333333332,372.3333333333333,8,1_37_
1002800,6,9.416666666666666,1.8333333333333333,738.0,6,1_37_
1002901,2,15.5,3.7800000000000002,994.0,7,1_37_
1003001,2,12.25,2.8,768.0,2,1_37_
1003002,6,7.25,1.2166666666666666,472.5,14,1_37_
1003100,6,8.833333333333334,1.6633333333333333,634.5,10,1_37_
1003200,6,9.416666666666666,1.7699999999999998,665.8333333333334,15,1_37_
1003300,23,13.26086956521739,1.9482608695652175,741.0,34,1_37_
1003400,6,9.083333333333334,1.6633333333333333,651.5,11,1_37_
1003601,6,8.416666666666666,1.6916666666666667,549.6666666666666,6,1_37_
1003602,6,11.333333333333334,2.4466666666666668,824.5,6,1_37_
1003700,23,8.58695652173913,1.6569565217391304,581.304347826087,37,1_37_
1003800,5,7.7,1.472,527.4,10,1_37_
1003900,25,13.2,2.8036000000000003,977.48,47,1_37_
1004001,3,10.0,2.25,639.0,3,1_37_
1004002,2,11.5,1.99,900.5,2,1_37_
1004100,5,11.8,2.538,830.8,8,1_37_
1004200,10,9.55,1.67,701.0,19,1_37_
1004300,13,8.73076923076923,1.81,571.9230769230769,27,1_37_
1004400,5,10.3,2.1420000000000003,699.6,5,1_37_
1004500,13,12.346153846153847,2.566923076923077,936.0769230769231,19,1_37_
1004700,8,11.5,2.25,858.75,8,1_37_
1004800,20,9.625,2.0125,653.7,24,1_37_
1004900,16,10.0625,2.155625,672.6875,30,1_37_
1005000,23,7.782608695652174,1.3604347826086955,533.4782608695652,34,1_37_
1005200,24,8.3125,1.4637499999999999,592.1666666666666,42,1_37_
1005400,27,9.5,1.698888888888889,696.7037037037037,49,1_37_
1005501,9,11.11111111111111,2.3499999999999996,766.2222222222222,13,1_37_
1005502,15,7.366666666666666,1.4153333333333333,461.8,24,1_37_
1005600,22,8.136363636363637,1.4804545454545455,552.0,34,1_37_
1005700,15,11.133333333333333,2.3133333333333335,811.4666666666667,41,1_37_
1005800,27,9.314814814814815,1.6966666666666668,673.0370370370371,57,1_37_
1005900,7,11.642857142857142,2.5028571428571427,841.8571428571429,13,1_37_
1006000,5,10.4,2.268,729.6,6,1_37_
1006100,13,8.923076923076923,1.7730769230769232,610.6923076923077,20,1_37_
1006200,10,9.25,1.987,591.5,21,1_37_
1006300,17,10.0,2.08,703.5294117647059,34,1_37_
1006400,22,8.590909090909092,1.5263636363636364,603.8636363636364,32,1_37_
1006500,16,10.25,2.001875,731.125,28,1_37_
1006600,3,7.833333333333333,1.3033333333333335,527.3333333333334,3,1_37_
1006700,6,6.833333333333333,1.1516666666666666,456.8333333333333,8,1_37_
1006800,24,9.5625,1.8258333333333334,687.2083333333334,49,1_37_
1006900,6,8.25,1.5766666666666664,551.3333333333334,13,1_37_
1007001,4,8.5,1.6875,498.75,4,1_37_
1007002,3,10.5,1.8333333333333333,818.0,3,1_37_
1007100,15,9.733333333333333,1.9080000000000001,689.4666666666667,28,1_37_
1007200,18,8.944444444444445,1.6283333333333332,620.3888888888889,32,1_37_
1007300,11,9.409090909090908,1.8245454545454545,649.8181818181819,15,1_37_
1007400,15,9.433333333333334,1.7773333333333334,676.0,23,1_37_
1007500,7,9.428571428571429,1.7842857142857143,647.0,7,1_37_
1007600,24,10.6875,2.021666666666667,827.4166666666666,46,1_37_
1007700,13,10.115384615384615,1.8923076923076925,755.6153846153846,16,1_37_
1007800,11,9.818181818181818,1.5281818181818183,775.8181818181819,21,1_37_
1007900,16,9.8125,1.945625,688.25,39,1_37_
1008000,34,9.779411764705882,1.9288235294117646,698.0294117647059,59,1_37_
1008100,23,7.978260869565218,1.3982608695652172,542.7391304347826,33,1_37_
1008200,29,9.39655172413793,1.754137931034483,673.2413793103449,59,1_37_
1008300,31,9.193548387096774,1.7632258064516129,651.516129032258,48,1_37_
1008400,18,10.444444444444445,1.9172222222222222,766.7777777777778,28,1_37_
1008601,2,13.25,2.805,1131.5,2,1_37_
1008602,5,9.6,2.048,620.8,15,1_37_
1008603,7,7.785714285714286,1.5085714285714287,499.7142857142857,11,1_37_
1008700,20,8.275,1.545,546.3,25,1_37_
1008800,20,9.825,1.9044999999999999,710.65,35,1_37_
1008900,5,7.2,1.192,461.2,10,1_37_
1009000,17,9.676470588235293,1.997058823529412,647.1176470588235,34,1_37_
1009100,26,10.211538461538462,1.9469230769230768,747.8461538461538,51,1_37_
1009200,36,10.0,1.9102777777777777,724.0,60,1_37_
1009300,14,7.892857142857143,1.4821428571428572,529.5714285714286,24,1_37_
1009400,22,10.909090909090908,1.985,841.9090909090909,30,1_37_
1009500,13,10.423076923076923,2.0315384615384615,776.6923076923077,18,1_37_
1009600,17,10.205882352941176,1.801764705882353,778.1764705882352,24,1_37_
1009700,7,12.142857142857142,2.52,884.5714285714286,8,1_37_
1009800,30,10.366666666666667,2.142333333333333,747.4,56,1_37_
1009901,27,10.685185185185185,2.069259259259259,789.0370370370371,43,1_37_
1009902,14,10.964285714285714,2.0907142857142857,825.4285714285714,22,1_37_
1009903,7,10.0,1.9942857142857144,702.4285714285714,15,1_37_
1010000,45,11.11111111111111,2.1117777777777778,840.7777777777778,77,1_37_
1010100,44,10.670454545454545,2.0329545454545457,796.1818181818181,79,1_37_
1010200,21,11.095238095238095,2.0595238095238093,848.1428571428571,34,1_37_
1010300,7,9.642857142857142,2.0242857142857145,655.8571428571429,12,1_37_
1010400,17,10.411764705882353,1.8541176470588234,793.8235294117648,29,1_37_
1010601,12,7.958333333333333,1.4024999999999999,570.1666666666666,26,1_37_
1010602,7,6.071428571428571,1.1542857142857144,312.85714285714283,15,1_37_
1010801,5,9.6,1.816,691.2,9,1_37_
1010802,6,9.083333333333334,1.515,678.0,11,1_37_
1010803,9,9.11111111111111,1.8355555555555556,636.0,15,1_37_
1010900,12,9.291666666666666,1.5175,687.5833333333334,22,1_37_
1011000,17,8.617647058823529,1.668235294117647,590.0,20,1_37_
1011100,13,9.384615384615385,1.7923076923076924,677.0769230769231,20,1_37_
1011201,24,11.229166666666666,1.9649999999999999,877.8333333333334,32,1_37_
1011202,22,9.977272727272727,1.833181818181818,745.9090909090909,30,1_37_
1011203,23,10.152173913043478,1.8456521739130436,765.9565217391304,32,1_37_
1011300,32,10.09375,1.9121875,725.03125,56,1_37_
1011401,20,10.3,1.887,779.85,52,1_37_
1011402,27,10.12962962962963,1.9707407407407407,736.2592592592592,64,1_37_
1011500,19,10.236842105263158,2.0363157894736843,727.3684210526316,22,1_37_
1011600,13,8.73076923076923,1.6276923076923078,594.9230769230769,27,1_37_
1011700,5,14.0,2.6740000000000004,1143.4,6,1_37_
1011800,22,8.090909090909092,1.455909090909091,561.8636363636364,44,1_37_
1011900,27,9.055555555555555,1.675185185185185,635.0370370370371,54,1_37_
1012000,19,7.342105263157895,1.2315789473684209,491.5263157894737,39,1_37_
1012101,8,9.1875,1.74375,634.375,8,1_37_
1012102,8,8.625,1.67,579.625,16,1_37_
1012200,23,8.934782608695652,1.6595652173913045,641.4782608695652,37,1_37_
1012400,29,11.310344827586206,2.326896551724138,800.0689655172414,61,1_37_
1012500,49,10.561224489795919,1.9430612244897958,805.265306122449,75,1_37_
1012601,11,9.545454545454545,1.8736363636363635,659.4545454545455,13,1_37_
1012602,8,7.125,1.08625,469.625,17,1_37_
1012700,11,11.318181818181818,2.0245454545454544,890.0,21,1_37_
1012800,26,10.057692307692308,1.8399999999999999,734.6923076923077,41,1_37_
1012901,10,8.85,1.6649999999999998,593.6,21,1_37_
1012902,7,10.428571428571429,2.3542857142857145,710.2857142857143,7,1_37_
1013000,25,11.2,2.0916,906.0,40,1_37_
1013100,34,11.985294117647058,2.253823529411765,941.0,55,1_37_
1013202,6,9.083333333333334,1.6433333333333333,648.6666666666666,12,1_37_
1013203,4,9.0,2.065,538.25,4,1_37_
1013300,12,9.541666666666666,1.7491666666666665,682.75,17,1_37_
1013400,14,10.071428571428571,1.8085714285714285,750.3571428571429,22,1_37_
1013501,5,10.2,2.0460000000000003,715.0,10,1_37_
1013502,10,8.1,1.5630000000000002,532.2,17,1_37_
1013601,3,5.666666666666667,0.9433333333333334,353.0,3,1_37_
1013602,6,6.416666666666667,1.1483333333333334,373.1666666666667,8,1_37_
1013603,6,8.916666666666666,1.6833333333333333,585.5,10,1_37_
1013604,7,11.214285714285714,2.315714285714286,781.4285714285714,11,1_37_
1013700,59,10.033898305084746,1.8049152542372882,756.8813559322034,111,1_37_
1013800,15,8.4,1.5193333333333332,571.0666666666667,20,1_37_
1013900,16,8.40625,1.4993750000000001,582.4375,20,1_37_
1014000,21,10.285714285714286,1.9147619047619049,734.8095238095239,35,1_37_
1014200,30,10.366666666666667,1.948,763.9,44,1_37_
1014300,40,10.4,1.9602499999999998,765.725,77,1_37_
1014401,5,8.5,1.778,499.4,10,1_37_
1014402,14,10.678571428571429,2.16,731.2857142857143,25,1_37_
1014500,28,8.785714285714286,1.5242857142857142,626.1428571428571,38,1_37_
1014601,12,10.083333333333334,1.9883333333333333,722.5833333333334,17,1_37_
1014602,6,11.25,2.2533333333333334,837.3333333333334,7,1_37_
1014700,1,11.5,2.6,735.0,2,1_37_
1014801,10,7.6,1.3199999999999998,496.3,16,1_37_
1014802,20,9.075,1.8219999999999998,610.0,44,1_37_
1014900,21,9.30952380952381,1.6442857142857144,671.0952380952381,38,1_37_
1015001,8,12.9375,2.64,933.125,14,1_37_
1015002,25,10.24,1.9435999999999998,729.04,38,1_37_
1015101,2,6.25,1.025,360.0,7,1_37_
1015102,9,8.88888888888889,1.8211111111111111,592.2222222222222,9,1_37_
1015200,8,7.375,1.245,462.875,10,1_37_
1015301,5,10.3,1.83,796.6,11,1_37_
1015302,13,9.807692307692308,1.7353846153846153,728.3076923076923,30,1_37_
1015401,5,6.3,1.028,374.2,8,1_37_
1015402,2,13.5,2.4450000000000003,1110.5,7,1_37_
1015403,2,6.75,1.375,370.5,3,1_37_
1015501,2,6.0,1.19,283.5,2,1_37_
1015502,7,7.214285714285714,1.2442857142857144,466.0,9,1_37_
1015601,3,11.833333333333334,2.063333333333333,940.0,3,1_37_
1015700,20,9.275,1.7055,657.5,32,1_37_
1015801,14,9.857142857142858,1.8742857142857143,712.1428571428571,39,1_37_
1015802,3,11.333333333333334,2.106666666666667,838.6666666666666,3,1_37_
1015900,18,8.666666666666666,1.4794444444444443,610.7222222222222,24,1_37_
1016001,23,9.978260869565217,1.892608695652174,714.695652173913,36,1_37_
1016002,4,5.875,0.9475,338.75,5,1_37_
1016100,6,8.0,1.5383333333333333,485.5,6,1_37_
1016300,18,10.166666666666666,1.901111111111111,729.7222222222222,34,1_37_
1016400,2,6.75,1.4,398.0,6,1_37_
1016500,17,9.588235294117647,1.851764705882353,668.9411764705883,30,1_37_
1016600,3,10.666666666666666,2.3266666666666667,766.3333333333334,3,1_37_
1016700,17,10.088235294117647,2.004705882352941,695.7647058823529,32,1_37_
1016800,6,8.5,1.7683333333333333,538.1666666666666,12,1_37_
1016900,19,9.368421052631579,1.8647368421052632,637.8947368421053,36,1_37_
1017100,19,10.5,2.0452631578947367,738.9473684210526,30,1_37_
1017200,1,27.0,4.95,2640.0,2,1_37_
1017300,7,7.428571428571429,1.3242857142857143,466.85714285714283,11,1_37_
1017401,1,4.0,0.47,180.0,2,1_37_
1017500,16,9.1875,1.714375,623.4375,32,1_37_
1017700,11,9.227272727272727,1.85,613.0,18,1_37_
1017800,1,12.0,2.74,960.0,1,1_37_
1017900,15,8.733333333333333,1.594,606.0666666666667,24,1_37_
1018000,1,8.5,1.57,600.0,1,1_37_
1018100,4,9.5,1.95,655.75,4,1_37_
1018200,1,6.5,1.33,360.0,1,1_37_
1018300,14,12.142857142857142,2.617857142857143,808.3571428571429,20,1_37_
1018500,2,8.25,1.6600000000000001,510.0,8,1_37_
1018700,13,7.5,1.4753846153846153,445.53846153846155,34,1_37_
1018800,1,4.0,0.61,180.0,1,1_37_
1018900,5,11.4,2.3,829.0,11,1_37_
1019100,10,10.1,1.996,690.5,18,1_37_
1019300,4,14.375,3.32,977.5,9,1_37_
1019500,5,12.2,2.266,980.8,11,1_37_
1019600,1,7.5,1.7,404.0,2,1_37_
1019701,4,13.25,3.0725000000000002,870.0,8,1_37_
1019702,1,13.0,2.5,933.0,1,1_37_
1019900,5,14.0,3.314,914.8,7,1_37_
1020101,1,5.5,1.0,240.0,1,1_37_
1020102,1,11.5,2.4,796.0,1,1_37_
1020300,5,14.8,3.3340000000000005,1045.0,6,1_37_
1020500,4,7.625,1.43,435.5,7,1_37_
1020701,2,17.25,4.18,1176.0,7,1_37_
1021100,6,12.083333333333334,2.8200000000000003,762.0,8,1_37_
1021600,3,6.666666666666667,1.2466666666666668,353.6666666666667,3,1_37_
1021900,1,5.0,0.9,214.0,1,1_37_
1022200,1,15.5,3.29,1080.0,6,1_37_
1022301,2,5.75,0.95,270.0,3,1_37_
1022500,1,17.0,4.27,1260.0,1,1_37_
1024100,1,6.0,1.09,300.0,1,1_37_
1025100,1,12.0,2.78,720.0,1,1_37_
1025700,2,11.0,2.2350000000000003,824.5,2,1_37_
1031703,9,11.166666666666666,2.4066666666666667,754.1111111111111,16,1_37_
1031704,9,10.11111111111111,2.0533333333333332,685.0,16,1_37_
1031900,1,16.0,4.2,918.0,1,1_37_
1000700,9,11.777777777777779,2.697777777777778,769.5555555555555,15,1_38_
1000900,13,15.076923076923077,3.632307692307692,1063.1538461538462,25,1_38_
1001300,11,15.181818181818182,3.771818181818182,987.5454545454545,25,1_38_
1001501,5,15.0,3.3880000000000003,1045.6,6,1_38_
1001502,11,15.454545454545455,3.916363636363636,1036.8181818181818,15,1_38_
1001600,2,12.25,2.3,933.5,4,1_38_
1001800,6,12.083333333333334,2.655,819.8333333333334,6,1_38_
1002000,1,9.5,2.32,540.0,1,1_38_
1002100,12,9.416666666666666,1.9324999999999999,663.9166666666666,23,1_38_
1002202,2,11.75,2.1,960.0,6,1_38_
1002500,1,6.5,0.87,420.0,1,1_38_
1002601,1,3.0,0.27,60.0,6,1_38_
1002602,3,7.5,1.2366666666666666,512.0,4,1_38_
1002800,2,15.25,3.93,1053.5,2,1_38_
1002901,5,8.8,1.782,572.6,9,1_38_
1002902,1,9.0,1.7,652.0,1,1_38_
1003001,9,12.277777777777779,2.5644444444444443,925.4444444444445,10,1_38_
1003002,4,5.0,0.6975,267.0,5,1_38_
1003100,5,8.8,1.766,620.8,6,1_38_
1003200,10,8.9,1.7830000000000001,590.8,11,1_38_
1003300,23,9.891304347826088,2.0178260869565214,706.7391304347826,29,1_38_
