ct_dropoff,n_pooled,shared_ride_ids,avg_trip_distance,avg_fare_amount,avg_trip_time_in_secs,total_passengers,n_shared_rides,pooled_fraction,period_id
1021600,1,"[[1091628, 2060692]]",3.175,13.25,824.0,2,2,0.0020408163265306124,2_43_
1022200,1,"[[1033387, 1008979]]",1.185,6.5,420.0,7,2,0.0020408163265306124,2_43_
1023000,1,"[[2111760, 1359833]]",4.5,17.0,1050.5,2,2,0.0020408163265306124,2_43_
1031703,2,"[[1030941, 1023552, 1027315], [1020616, 1057629]]",3.293333333333333,12.875,800.0,7,5,0.004081632653061225,2_43_
1031704,1,"[[1022421, 1376181]]",2.0,8.5,474.5,2,2,0.0020408163265306124,2_43_
1000600,1,"[[1393667, 1028593]]",1.98,9.25,554.0,3,2,0.0022935779816513763,2_44_
1000700,1,"[[1364306, 1361090]]",2.15,10.75,804.5,2,2,0.0022935779816513763,2_44_
1001300,1,"[[2055368, 1030972]]",4.375,17.5,1230.0,2,2,0.0022935779816513763,2_44_
1001501,1,"[[1033816, 2088987]]",3.155,12.25,708.5,7,2,0.0022935779816513763,2_44_
1002100,3,"[[2088278, 1018606], [1030912, 1044786, 1367530], [1033852, 2106356]]",2.2372222222222224,10.416666666666666,685.1666666666666,11,7,0.006880733944954129,2_44_
1002602,2,"[[1373437, 1085401], [1028162, 1369090]]",1.155,7.875,550.25,10,4,0.0045871559633027525,2_44_
1002800,1,"[[1394004, 1045406]]",3.2249999999999996,13.25,911.0,3,2,0.0022935779816513763,2_44_
1003001,2,"[[1367385, 1374526], [2112092, 1362487]]",3.225,14.0,1007.75,6,4,0.0045871559633027525,2_44_
1003002,1,"[[2100645, 1373828]]",0.8,5.75,345.0,3,2,0.0022935779816513763,2_44_
1003100,2,"[[1393890, 1375098], [1083657, 1394064]]",3.8125,18.0,1424.75,9,4,0.0045871559633027525,2_44_
1003300,5,"[[2089910, 1073710], [1030502, 1044013], [1039283, 1046005, 1367452], [1019540, 1026735], [1030968, 1369644]]",2.4686666666666666,10.55,671.7666666666667,27,11,0.011467889908256881,2_44_
1003400,1,"[[1039297, 1045450]]",2.395,10.0,660.0,3,2,0.0022935779816513763,2_44_
1003601,3,"[[2099634, 1072753], [2089439, 1084658], [2483087, 1061972, 1363972]]",0.6333333333333333,4.75,243.1111111111111,8,7,0.006880733944954129,2_44_
1003800,2,"[[1028246, 1369764], [1360467, 2055414, 1362489]]",2.375,9.958333333333334,621.5,10,5,0.0045871559633027525,2_44_
1003900,1,"[[2069705, 1034090]]",1.445,7.5,453.0,4,2,0.0022935779816513763,2_44_
1004001,2,"[[1074345, 1026633], [1084657, 1033863]]",2.1675,10.0,660.0,5,4,0.0045871559633027525,2_44_
1004002,1,"[[2088894, 1360981]]",1.5,7.75,490.5,4,2,0.0022935779816513763,2_44_
1004300,1,"[[1413293, 1374819]]",0.95,7.25,502.5,4,2,0.0022935779816513763,2_44_
1004400,4,"[[2068406, 1360561], [1049849, 1047391], [1365053, 1393853], [1038985, 1046282]]",2.625,11.375,771.125,12,8,0.009174311926605505,2_44_
1004500,2,"[[1071815, 1038535], [1056734, 1361187]]",2.5,13.125,1076.5,9,4,0.0045871559633027525,2_44_
1004700,2,"[[1028987, 1039126], [2099561, 1414555]]",2.84,12.5,902.0,5,4,0.0045871559633027525,2_44_
1004800,1,"[[1026996, 2069061]]",1.82,8.0,481.5,5,2,0.0022935779816513763,2_44_
1004900,2,"[[1373442, 1073534], [1038854, 1036766, 1049665]]",2.8891666666666667,13.625,1014.75,5,5,0.0045871559633027525,2_44_
1005000,5,"[[1083024, 1084604], [1399140, 1072236], [1393876, 1373415], [1086203, 1034374], [1369427, 2086511]]",1.315,7.05,412.7,22,10,0.011467889908256881,2_44_
1005200,4,"[[1072672, 1032283], [2089073, 2097685], [1034127, 1394200], [1034670, 1025884]]",1.5875000000000001,7.8125,478.875,12,8,0.009174311926605505,2_44_
1005400,4,"[[1085506, 2069219], [1030692, 2114674], [1028267, 1373685], [1030699, 1394335]]",1.7200000000000002,8.125,500.875,12,8,0.009174311926605505,2_44_
1005501,2,"[[1364938, 1364905], [1076928, 2070028]]",1.0225,7.25,517.75,6,4,0.0045871559633027525,2_44_
1005502,6,"[[1028745, 1375366], [2089072, 2098029], [1020141, 1033758], [1085568, 1084932], [1030834, 1085703, 1032018], [1035004, 1366971, 1373626]]",1.6419444444444444,8.402777777777777,554.3888888888889,29,14,0.013761467889908258,2_44_
1005600,2,"[[2114421, 1394844], [1085872, 1018571, 1360373]]",1.5783333333333331,7.458333333333334,435.25,14,5,0.0045871559633027525,2_44_
1005700,3,"[[1072583, 1071762], [2099122, 1085565], [1377940, 1084424]]",2.013333333333333,9.666666666666666,640.5,11,6,0.006880733944954129,2_44_
1005800,8,"[[1045255, 1044522], [1035528, 2085952], [2099141, 1393848], [1368881, 1037916], [1045819, 1072023], [2089136, 1031840], [1092531, 2069494], [1362904, 1038453]]",1.05875,5.9375,314.625,27,16,0.01834862385321101,2_44_
1005900,1,"[[1399477, 1045396]]",2.705,11.5,755.5,3,2,0.0022935779816513763,2_44_
1006100,4,"[[1046308, 1044462], [2074281, 1398802], [1032181, 1410892], [1033737, 2114488]]",2.6500000000000004,11.125,774.125,20,8,0.009174311926605505,2_44_
1006200,3,"[[1030579, 1073532], [1038531, 1374543], [1026924, 1364303]]",1.9883333333333333,9.333333333333334,623.6666666666666,10,6,0.006880733944954129,2_44_
1006300,6,"[[2060517, 1025875], [1373554, 1028346], [1090879, 1364873, 1369325], [1035498, 1032015], [1038582, 1032637], [1041991, 1413282]]",2.595,10.916666666666666,709.2777777777778,15,13,0.013761467889908258,2_44_
1006400,2,"[[1060499, 1076539], [1090606, 1026419]]",0.87,4.875,240.0,6,4,0.0045871559633027525,2_44_
1006500,3,"[[2099636, 1394037], [1030989, 1023234, 1361478], [1030908, 1365553]]",2.1822222222222223,9.583333333333334,600.7222222222222,7,7,0.006880733944954129,2_44_
1006600,2,"[[1041996, 1357360], [1031670, 1038710]]",2.0999999999999996,9.5,600.75,8,4,0.0045871559633027525,2_44_
1006700,1,"[[1085677, 1365834]]",1.555,7.75,459.0,2,2,0.0022935779816513763,2_44_
1006800,2,"[[2050315, 1023270], [1035382, 1360525]]",2.705,11.5,786.25,8,4,0.0045871559633027525,2_44_
1007001,1,"[[1073580, 1023064]]",2.05,9.25,630.0,2,2,0.0022935779816513763,2_44_
1007002,1,"[[1042553, 1042092]]",2.27,9.75,630.0,6,2,0.0022935779816513763,2_44_
1007100,5,"[[1038992, 1045813], [1061218, 1060119], [1393946, 1368181], [1071742, 1035573], [1374188, 1039499]]",1.7730000000000001,7.95,462.8,17,10,0.011467889908256881,2_44_
1007200,11,"[[1023200, 1031829], [1034737, 1034746], [1369556, 2598045], [1357538, 1373671], [1028184, 2097686, 1398338], [1367200, 1026889], [1367198, 1090632], [2116544, 1034813], [1366151, 1383746], [1035319, 2090275, 2099552], [1083118, 2089567]]",1.5268181818181816,7.424242424242425,446.2878787878788,46,24,0.02522935779816514,2_44_
1007300,2,"[[1035996, 1357831], [1083243, 1084849]]",2.71,11.0,713.75,9,4,0.0045871559633027525,2_44_
1007400,1,"[[2089552, 1034094, 2098662, 2060732]]",1.6475,7.875,495.25,7,4,0.0022935779816513763,2_44_
1007500,1,"[[1034104, 1380010]]",1.455,8.5,599.0,6,2,0.0022935779816513763,2_44_
1007600,16,"[[2060838, 1045553], [1369177, 1043825], [1369849, 2089449, 1018762], [1043747, 1031773], [1031760, 2114832], [1028271, 1036150], [2099928, 1023110], [1374546, 1038801], [1044707, 1043434, 1071756], [1028492, 1042661], [2074318, 1364581], [1039853, 1394240], [2089562, 2089444], [1360515, 1364595], [1076745, 1364239, 1360691], [1084591, 1369581]]",1.5661458333333333,7.760416666666666,469.3020833333333,58,35,0.03669724770642202,2_44_
1007700,2,"[[1085714, 2111711], [1377119, 1365276]]",1.7,8.25,529.0,10,4,0.0045871559633027525,2_44_
1007800,6,"[[1075875, 2086345], [1393846, 1369441], [1045815, 2069556], [2098048, 1033945], [2099621, 1394218], [1082931, 1361116]]",2.1933333333333334,10.166666666666666,685.4166666666666,19,12,0.013761467889908258,2_44_
1007900,3,"[[2069570, 2070188], [1364191, 1082924], [1372926, 1030178]]",1.3966666666666665,7.5,488.5,7,6,0.006880733944954129,2_44_
1008000,3,"[[1044813, 2070029], [1033826, 1027038], [1064584, 1084872]]",1.24,6.0,325.0,16,6,0.006880733944954129,2_44_
1008100,2,"[[1393945, 2074106], [2082490, 1039113]]",1.55,7.75,469.5,10,4,0.0045871559633027525,2_44_
1008200,3,"[[1035021, 1086436], [1034809, 1035007], [1090552, 1082575]]",1.5250000000000001,7.833333333333333,520.0,12,6,0.006880733944954129,2_44_
1008603,3,"[[2097590, 1394206], [1369421, 1366157], [1084382, 2074159]]",1.4249999999999998,7.583333333333333,485.6666666666667,10,6,0.006880733944954129,2_44_
1008700,4,"[[1090349, 1090694], [1019890, 1091859], [1045151, 1044399], [1045854, 1085893]]",1.74875,8.3125,502.5,19,8,0.009174311926605505,2_44_
1008800,4,"[[1042628, 2086284], [1038450, 2114418], [1032010, 2099127], [2068218, 1104657]]",1.58,7.75,528.125,11,8,0.009174311926605505,2_44_
1008900,5,"[[1368906, 1367601], [1373769, 2070192], [2098927, 1369851], [1394500, 2086508], [1038412, 2064603]]",1.309,7.25,447.2,18,10,0.011467889908256881,2_44_
1009000,2,"[[1044857, 1044703], [1028741, 1085545]]",2.4025,10.875,765.0,11,4,0.0045871559633027525,2_44_
1009100,3,"[[1082089, 1379987], [1029700, 1394819], [1364401, 1019872]]",1.445,7.666666666666667,482.6666666666667,11,6,0.006880733944954129,2_44_
1009200,9,"[[1029774, 1043430], [1042643, 1032643], [2114648, 1039121], [1372858, 1084389], [1413277, 1393792, 1035019], [1043522, 1028750], [1060045, 1360367], [1025446, 1363954], [2097598, 2085938]]",1.1224074074074073,6.342592592592593,381.85185185185185,34,19,0.020642201834862386,2_44_
1009300,1,"[[1072120, 1393802]]",0.725,4.75,225.5,2,2,0.0022935779816513763,2_44_
1009400,7,"[[1084984, 1373431], [1365051, 1030364], [1041874, 2114969], [1025455, 1030924], [1025456, 1082564, 1076917], [1082238, 1367115], [1357256, 1018627, 1026482]]",1.2964285714285713,6.511904761904762,356.4047619047619,28,16,0.016055045871559634,2_44_
1009500,2,"[[2069972, 1367332], [2117375, 1416735]]",1.15,6.5,362.75,5,4,0.0045871559633027525,2_44_
1009600,1,"[[1090069, 1085508]]",0.64,4.25,180.0,2,2,0.0022935779816513763,2_44_
1009800,8,"[[2089303, 1034212], [1374089, 1040167, 1034991], [2114662, 1051711], [1367411, 2098014], [2069291, 1019716], [1369357, 1375113], [2073217, 2090741], [2098730, 1029601]]",1.3266666666666667,7.125,435.0,32,17,0.01834862385321101,2_44_
1009901,3,"[[1035302, 1398957], [1373673, 1032227], [1032457, 1043980]]",1.7,8.25,489.8333333333333,15,6,0.006880733944954129,2_44_
1009902,1,"[[1085628, 1364483]]",1.125,6.75,376.0,6,2,0.0022935779816513763,2_44_
1010000,3,"[[2061574, 1364268], [1031376, 2097719], [1039080, 1394328]]",1.75,8.5,569.0,11,6,0.006880733944954129,2_44_
1010100,6,"[[1023942, 2098019], [1074271, 1092174, 2061057, 2098015], [1413284, 1023201, 1084121], [1028997, 1072741], [1030755, 2074028], [1028331, 1084753, 1031607]]",1.8631944444444446,9.229166666666666,624.6805555555555,31,16,0.013761467889908258,2_44_
1010200,3,"[[1085522, 1084940], [1043794, 1363099], [1394837, 1364549]]",1.1199999999999999,6.166666666666667,334.6666666666667,11,6,0.006880733944954129,2_44_
1010300,3,"[[1377571, 1030646], [1030370, 1357932], [1361565, 1083972]]",2.236666666666667,9.416666666666666,549.6666666666666,8,6,0.006880733944954129,2_44_
1010400,1,"[[2057197, 2068846]]",2.3,9.75,613.0,2,2,0.0022935779816513763,2_44_
1010601,1,"[[1364435, 1043672]]",4.535,17.0,1098.5,3,2,0.0022935779816513763,2_44_
1010602,1,"[[1072563, 1030731]]",1.135,6.25,330.0,6,2,0.0022935779816513763,2_44_
1010801,4,"[[1033337, 1393891], [1042198, 1029007], [2099701, 1059536], [1090676, 2089035, 1030887]]",1.7941666666666667,8.541666666666666,544.625,12,9,0.009174311926605505,2_44_
1010803,2,"[[2089311, 1090359], [2074161, 1085637]]",1.2375,6.5,346.0,5,4,0.0045871559633027525,2_44_
1010900,4,"[[1076130, 1108792], [2087000, 2097756], [2115808, 1038541], [1028340, 1073711]]",1.5425,8.125,524.375,15,8,0.009174311926605505,2_44_
1011000,5,"[[2097935, 1038796], [1365083, 1364879], [1083661, 1026603], [1369637, 1031798], [2114585, 1085075]]",1.2269999999999999,7.0,429.7,17,10,0.011467889908256881,2_44_
1011100,3,"[[1355752, 1035309], [1031541, 1033137], [1102298, 1364918]]",1.9683333333333335,9.25,606.8333333333334,15,6,0.006880733944954129,2_44_
1011201,1,"[[1094926, 2069324]]",1.5350000000000001,8.0,519.0,2,2,0.0022935779816513763,2_44_
1011202,2,"[[1084856, 1373927], [1082226, 2061139, 1369018]]",1.0183333333333333,6.125,333.41666666666663,7,5,0.0045871559633027525,2_44_
1011203,2,"[[1039151, 1397647], [1092333, 1366785]]",1.685,9.0,604.75,6,4,0.0045871559633027525,2_44_
1011300,2,"[[1026175, 1040194], [2061133, 2068469]]",1.0725,6.125,375.25,5,4,0.0045871559633027525,2_44_
1011401,1,"[[1060304, 1360041]]",1.1400000000000001,5.75,269.0,6,2,0.0022935779816513763,2_44_
1011402,1,"[[2088036, 1039154]]",2.42,10.5,670.5,3,2,0.0022935779816513763,2_44_
1011500,5,"[[1073605, 1088495], [2104025, 1031626], [2067916, 1090423], [2082609, 2099504], [1059539, 1083645]]",1.716,8.5,546.7,14,10,0.011467889908256881,2_44_
1011600,3,"[[1076736, 1085635], [2106360, 2090749], [1397645, 2100051]]",1.0599999999999998,6.25,361.8333333333333,6,6,0.006880733944954129,2_44_
1011700,3,"[[1394833, 2099530], [2073334, 1369348], [1372889, 1365539]]",1.9166666666666667,8.916666666666666,572.8333333333334,9,6,0.006880733944954129,2_44_
1011800,5,"[[1028988, 2099180], [1038646, 1377518], [1043529, 1414671], [1403110, 1413825], [1373724, 2083186]]",1.1600000000000001,6.2,330.7,16,10,0.011467889908256881,2_44_
1011900,10,"[[1045822, 1029018], [1374529, 2116971], [1357546, 1033747], [1044829, 1043698], [1377096, 1364940], [1051719, 2116958], [1038379, 2114438], [1033721, 1073202], [1084767, 2069729], [1019271, 1368890]]",1.2814999999999999,7.45,500.8,38,20,0.022935779816513763,2_44_
1012000,2,"[[2099365, 1102292], [1357348, 1091632, 2074267]]",1.3316666666666666,6.666666666666667,360.58333333333337,9,5,0.0045871559633027525,2_44_
1012101,1,"[[2098250, 1018632]]",0.915,5.75,327.5,2,2,0.0022935779816513763,2_44_
1012200,2,"[[1083975, 1061253], [1085430, 2084253]]",1.23,6.625,365.75,5,4,0.0045871559633027525,2_44_
1012400,2,"[[1374068, 1364597], [1098575, 1371086]]",1.5775000000000001,7.625,433.5,6,4,0.0045871559633027525,2_44_
1012500,8,"[[1038649, 1363796], [1397632, 1045310], [1412912, 1394001], [1368002, 2055636], [2083264, 1019990], [1043446, 2099570], [1033305, 2088035], [1038385, 2115525, 1030503]]",1.540625,7.833333333333333,488.1875,40,17,0.01834862385321101,2_44_
1012601,4,"[[1373838, 2116693], [1398949, 1029963], [1031399, 1084782], [1028596, 1035816]]",2.505,10.625,657.5,10,8,0.009174311926605505,2_44_
1012602,5,"[[1377502, 2124482, 1085363], [2073344, 1038111], [1365556, 2070032], [1034223, 1357680], [2097705, 1029003]]",1.5706666666666667,8.166666666666666,535.2,15,11,0.011467889908256881,2_44_
1012700,2,"[[1374284, 2074152], [1086055, 2089234]]",1.325,7.25,448.75,4,4,0.0045871559633027525,2_44_
1012800,3,"[[1060230, 1364568], [1380003, 2111467], [1042610, 2114528]]",1.1416666666666666,6.166666666666667,320.5,8,6,0.006880733944954129,2_44_
1012901,1,"[[1030501, 1038635]]",1.98,9.0,510.0,2,2,0.0022935779816513763,2_44_
1012902,1,"[[2069487, 1367613]]",2.5,10.75,679.5,2,2,0.0022935779816513763,2_44_
1013000,1,"[[1082300, 2069149]]",1.47,7.0,383.5,3,2,0.0022935779816513763,2_44_
1013100,2,"[[1397662, 1369054], [1399247, 1406882]]",2.7249999999999996,12.25,859.75,4,4,0.0045871559633027525,2_44_
1013202,2,"[[2090745, 1394842], [1376347, 1072975]]",2.1399999999999997,9.625,645.25,9,4,0.0045871559633027525,2_44_
1013203,3,"[[1090626, 1030362], [2116960, 1042131, 1029737], [1363801, 1035516, 2055474]]",2.0305555555555554,9.416666666666666,568.4444444444445,14,8,0.006880733944954129,2_44_
1013300,3,"[[1024094, 1376652], [1374011, 1085403], [1365826, 1373883]]",1.2716666666666667,7.416666666666667,493.3333333333333,6,6,0.006880733944954129,2_44_
1013400,4,"[[2068684, 1029707], [1084743, 1028181], [1031096, 1085570], [2061941, 1085423]]",1.6275,8.375,538.125,10,8,0.009174311926605505,2_44_
1013501,1,"[[2106340, 1044415]]",1.22,7.25,487.0,3,2,0.0022935779816513763,2_44_
1013602,1,"[[1043798, 1094663]]",0.65,5.25,270.0,3,2,0.0022935779816513763,2_44_
1013603,2,"[[1374013, 1398956], [1073714, 1398924]]",2.6725,11.125,702.0,5,4,0.0045871559633027525,2_44_
1013604,2,"[[1084217, 1031551], [2124572, 2083177]]",2.125,9.5,584.25,5,4,0.0045871559633027525,2_44_
1013700,14,"[[1047334, 1356438], [1374020, 1039277], [1098507, 1027044], [2115724, 2089441], [1082941, 2069214], [2089327, 1034984], [2083266, 2074512], [2073578, 1028158, 1028332], [1042992, 2115921], [2099334, 1373895], [1061573, 1025433], [1366788, 2073145, 1082244], [1083095, 1018575], [1035330, 1034025]]",1.5190476190476192,7.738095238095238,484.13095238095235,61,30,0.03211009174311927,2_44_
1013800,5,"[[1071759, 1045272], [1364682, 1085260], [1035315, 1085077], [2097713, 2089099], [1374186, 1398567]]",2.298,9.65,560.7,16,10,0.011467889908256881,2_44_
1013900,2,"[[2074025, 2069055], [2069151, 1029212]]",2.335,11.125,792.5,4,4,0.0045871559633027525,2_44_
1014000,6,"[[1076103, 2055759], [1394027, 1364869, 1364858], [1045664, 2099175], [2097690, 1024407], [1364269, 1085647], [1374080, 1043406]]",2.4433333333333334,10.597222222222221,671.0833333333334,16,13,0.013761467889908258,2_44_
1014200,1,"[[1031069, 2125005]]",3.005,11.75,694.5,3,2,0.0022935779816513763,2_44_
1014300,6,"[[1023943, 2070154], [1031846, 1085572], [1364059, 1368909], [1029363, 1374528], [2074158, 1075989], [1030886, 1026858]]",1.945,9.125,570.1666666666666,25,12,0.013761467889908258,2_44_
1014401,1,"[[1410935, 1043297]]",2.5549999999999997,10.25,613.5,6,2,0.0022935779816513763,2_44_
1014402,4,"[[1363950, 1025095], [1031834, 1045660], [1364614, 1363940], [2070383, 1028746]]",2.33,9.5,560.25,9,8,0.009174311926605505,2_44_
1014500,5,"[[1072979, 1022943], [1072682, 1369488], [1033867, 1035297], [2082702, 2114587], [2065250, 1075744]]",1.9120000000000001,9.25,618.4,16,10,0.011467889908256881,2_44_
1014601,3,"[[1373888, 2098725], [1393958, 1374018], [1085697, 1367406]]",2.2083333333333335,10.25,664.3333333333334,12,6,0.006880733944954129,2_44_
1014602,3,"[[2073678, 1397525], [1034808, 1030681], [1035717, 1046017]]",2.1733333333333333,9.083333333333334,532.1666666666666,7,6,0.006880733944954129,2_44_
1014801,2,"[[1364871, 1364612], [1033353, 1042526]]",3.6100000000000003,14.0,922.75,8,4,0.0045871559633027525,2_44_
1014802,2,"[[1037063, 1023595], [2099639, 1088436]]",3.84,14.625,940.75,5,4,0.0045871559633027525,2_44_
1014900,1,"[[1027043, 2106370]]",1.065,6.5,372.0,2,2,0.0022935779816513763,2_44_
1015001,2,"[[1360882, 2055969], [1049130, 2114644]]",0.9375,5.625,298.0,7,4,0.0045871559633027525,2_44_
1015002,2,"[[2070191, 2098245], [1042128, 2073754]]",1.4275,7.5,429.25,9,4,0.0045871559633027525,2_44_
1015200,3,"[[1032411, 1376601], [1044509, 2069789], [1046316, 2059968, 1038581]]",2.638888888888889,11.027777777777779,692.0,11,7,0.006880733944954129,2_44_
1015301,2,"[[1092638, 1364933, 1034574], [1035718, 2114638]]",1.9808333333333334,8.833333333333332,531.5,8,5,0.0045871559633027525,2_44_
1015302,1,"[[2086319, 1394822]]",1.8,8.75,531.5,2,2,0.0022935779816513763,2_44_
1015402,2,"[[2099177, 1073241], [2071227, 1090799]]",2.9724999999999997,11.5,707.5,9,4,0.0045871559633027525,2_44_
1015403,1,"[[1397851, 1045674]]",0.645,4.5,203.5,2,2,0.0022935779816513763,2_44_
1015502,2,"[[2082603, 1356719], [1388556, 1412595]]",2.875,12.625,913.0,4,4,0.0045871559633027525,2_44_
1015700,2,"[[1031065, 1039271], [2099558, 1028505, 1030740]]",1.4083333333333332,7.708333333333333,489.1666666666667,5,5,0.0045871559633027525,2_44_
1015801,1,"[[1033827, 2089452]]",0.53,4.5,214.0,3,2,0.0022935779816513763,2_44_
1015802,1,"[[2087006, 1073587]]",0.875,5.5,288.5,2,2,0.0022935779816513763,2_44_
1016002,1,"[[1043120, 2114646]]",3.715,14.0,873.0,3,2,0.0022935779816513763,2_44_
1016100,1,"[[1369144, 1036146]]",5.28,19.75,1326.0,6,2,0.0022935779816513763,2_44_
1016300,4,"[[1030909, 1019881], [1399137, 1090758], [1394821, 1364895], [1365968, 1373563]]",1.5150000000000001,7.5625,456.5,13,8,0.009174311926605505,2_44_
1016500,1,"[[2082650, 2063649]]",1.4,7.25,399.5,3,2,0.0022935779816513763,2_44_
1016700,3,"[[1104770, 1026170], [1041820, 1035625], [1374277, 2088271]]",1.2249999999999999,6.416666666666667,330.5,9,6,0.006880733944954129,2_44_
1016900,2,"[[2082610, 1369025], [1045647, 1045622]]",2.8575,13.375,980.25,6,4,0.0045871559633027525,2_44_
1017300,1,"[[2068206, 1365991]]",5.4,21.75,1583.5,3,2,0.0022935779816513763,2_44_
1017500,4,"[[2069706, 1030863], [1031807, 2097718], [1082209, 1368887], [2099696, 1027029]]",1.77625,8.3125,472.5,23,8,0.009174311926605505,2_44_
1017700,1,"[[1033642, 1030857]]",3.4000000000000004,13.5,870.0,3,2,0.0022935779816513763,2_44_
1017900,4,"[[1031519, 2073220], [1362912, 1034577], [1084699, 1090716], [2116813, 2089024]]",1.8775,8.875,534.5,11,8,0.009174311926605505,2_44_
1018300,1,"[[1026414, 1093088]]",2.54,10.25,630.0,6,2,0.0022935779816513763,2_44_
1018700,1,"[[2069792, 1083112]]",1.05,5.5,267.0,7,2,0.0022935779816513763,2_44_
1019100,1,"[[1041999, 2115893]]",1.0,5.75,231.0,2,2,0.0022935779816513763,2_44_
1031703,4,"[[1028468, 1365995], [1373406, 1026851], [1029749, 1045249], [2098729, 1046208]]",2.89,12.4375,816.25,18,8,0.009174311926605505,2_44_
1000700,3,"[[1435020, 1027694], [1032652, 1037078], [1419580, 1043043]]",3.0533333333333332,13.0,901.1666666666666,16,6,0.008130081300813009,2_45_
1000900,1,"[[2086681, 1357814]]",1.5499999999999998,7.0,421.0,2,2,0.0027100271002710027,2_45_
1001300,3,"[[2068370, 1433761], [1484299, 1074388], [1413323, 1402741]]",2.703333333333333,12.25,880.0,6,6,0.008130081300813009,2_45_
1001401,1,"[[1434987, 1414157]]",1.4,7.5,533.5,2,2,0.0027100271002710027,2_45_
1001502,1,"[[1029455, 1434937]]",2.54,11.25,745.0,6,2,0.0027100271002710027,2_45_
1002100,3,"[[1423488, 2065786], [1027712, 2060109], [1398342, 1035987]]",2.7433333333333336,11.75,790.5,11,6,0.008130081300813009,2_45_
1002201,1,"[[1056805, 1056132]]",1.46,9.25,690.0,3,2,0.0027100271002710027,2_45_
1002202,1,"[[2062756, 2064488]]",2.15,11.25,859.0,4,2,0.0027100271002710027,2_45_
1002601,1,"[[1034436, 1485069]]",1.465,8.75,662.5,5,2,0.0027100271002710027,2_45_
1002800,1,"[[1406389, 1045289]]",1.38,7.5,429.0,2,2,0.0027100271002710027,2_45_
1003001,2,"[[1392488, 2076884], [1406139, 1414066]]",2.75,11.25,715.25,6,4,0.005420054200542005,2_45_
1003200,5,"[[2068420, 2060653], [1047101, 1434687], [1057522, 2086361], [1041458, 1075755], [1045768, 1107838]]",1.8980000000000001,9.15,612.3,18,10,0.013550135501355014,2_45_
1003300,3,"[[1378143, 1434905], [1024318, 1357088], [1046314, 1402736]]",2.0083333333333333,10.416666666666666,750.3333333333334,14,6,0.008130081300813009,2_45_
1003400,1,"[[1424049, 1043208]]",3.005,13.75,987.5,2,2,0.0027100271002710027,2_45_
1003601,1,"[[1042889, 1392788]]",2.48,10.25,601.0,5,2,0.0027100271002710027,2_45_
1003602,1,"[[1022862, 1024120]]",0.78,5.25,300.0,6,2,0.0027100271002710027,2_45_
1003800,6,"[[1032741, 2058408], [1047017, 1029299, 1034044], [1027752, 1055851], [1054917, 1037479], [2076973, 1484298], [1029874, 1074475]]",2.1038888888888887,9.625,633.3333333333334,21,13,0.016260162601626018,2_45_
1003900,2,"[[1042971, 2064701], [1045996, 1055505]]",2.285,9.625,641.0,6,4,0.005420054200542005,2_45_
1004001,2,"[[1045943, 1398386], [1055824, 1024202]]",1.68,9.0,622.5,8,4,0.005420054200542005,2_45_
1004002,1,"[[1401603, 1433864]]",2.4000000000000004,10.25,698.0,2,2,0.0027100271002710027,2_45_
1004200,1,"[[1413520, 1050623]]",2.06,9.0,519.5,7,2,0.0027100271002710027,2_45_
1004300,1,"[[1483593, 1107641]]",1.7349999999999999,8.5,556.5,8,2,0.0027100271002710027,2_45_
1004800,4,"[[2059261, 2067413], [1028409, 1483796], [2078654, 1484328], [1075437, 1123811]]",1.37,6.875,389.0,11,8,0.01084010840108401,2_45_
1004900,1,"[[1130146, 1392920]]",3.0149999999999997,13.75,999.5,2,2,0.0027100271002710027,2_45_
1005000,4,"[[1033010, 1035765], [1108426, 1029871], [1136657, 1433510], [1055514, 1392931]]",2.1087499999999997,10.375,710.25,10,8,0.01084010840108401,2_45_
1005200,5,"[[1028275, 1034197], [1033004, 1033135], [2064768, 1130168], [1046845, 1042308], [1027731, 1056338]]",2.3760000000000003,10.4,703.6,21,10,0.013550135501355014,2_45_
1005400,2,"[[1406448, 2064489], [2057598, 1035246]]",2.34,10.875,743.0,7,4,0.005420054200542005,2_45_
1005502,2,"[[1407768, 1107319], [1032952, 2124580]]",0.9825,6.375,386.5,9,4,0.005420054200542005,2_45_
1005600,3,"[[1029872, 1074458, 2061787], [1434777, 1022767], [1032504, 1356712]]",1.4827777777777778,7.027777777777779,398.5,13,7,0.008130081300813009,2_45_
1005800,1,"[[1074539, 1029304]]",1.605,8.25,510.0,5,2,0.0027100271002710027,2_45_
1006000,1,"[[1393918, 1045993, 2057582]]",0.7533333333333333,5.333333333333333,303.0,5,3,0.0027100271002710027,2_45_
1006100,2,"[[1357363, 2058139], [1435029, 1406507]]",1.5250000000000001,7.875,495.75,7,4,0.005420054200542005,2_45_
1006200,1,"[[2097404, 1024154]]",1.915,8.0,424.5,2,2,0.0027100271002710027,2_45_
1006300,2,"[[2058833, 1439954], [1109049, 1406821, 1028564]]",1.748333333333333,8.958333333333332,577.4166666666667,10,5,0.005420054200542005,2_45_
1006400,4,"[[1050302, 2076502], [1039289, 2058443], [1398569, 1413286], [1042174, 1107806]]",2.2925000000000004,9.9375,619.625,10,8,0.01084010840108401,2_45_
1006500,3,"[[1439956, 1422871], [1027862, 2057905], [1413451, 2058069]]",2.4916666666666667,10.416666666666666,651.8333333333334,9,6,0.008130081300813009,2_45_
