pickup_time,rides_pooled_fraction,vehicle_number_reduction,vehicle_miles_reduction,vehicle_time_reduction,pooled_passenger_fraction,avg_fare_amount_pooled,avg_fare_amount_rides,all_rides,pooled_rides,unpooled_rides,pooled_vans
2013-06-05 21:00,0.17507102272727273,0.80078125,0.7753671276761217,0.7782245533759553,0.3272158498435871,8.466256305596845,9.472812092070686,2816,1054,1762,493
2013-06-05 21:30,0.18278000729660707,0.7946005107624955,0.7751501803585013,0.7762540722979275,0.2832544123977615,8.793898840069732,9.567725269450632,2741,1064,1677,501
2013-06-05 22:00,0.1697602474864656,0.8163186388244393,0.8036768486316838,0.8038734523767317,0.2354795137325529,8.770615657266143,9.295462097286853,2586,914,1672,439
2013-06-05 22:30,0.16200873362445414,0.8231441048034934,0.7954850827428656,0.7999828059495383,0.21201501877346685,8.58671343537415,9.76529008502638,2290,776,1514,371
2013-06-05 23:00,0.15083798882681565,0.8359573387506348,0.7927982104725022,0.8011494243350887,0.1680161943319838,7.652077737077738,9.555070491026532,1969,620,1349,297
2013-06-05 23:30,0.13639070875521145,0.847528290649196,0.8253576165296812,0.8335289168878675,0.12829284981183717,8.218287037037037,9.164632677859158,1679,485,1194,229
2013-06-06 00:00,0.1272,0.86,0.8235441580437445,0.831338239239322,0.09201307800093414,8.139301801801803,8.981106714574386,1250,334,916,159
2013-06-06 00:30,0.12469733656174334,0.8656174334140436,0.8353903129490732,0.8416653420545591,0.08966015907447578,7.007902298850574,8.339674169064308,826,214,612,103
2013-06-06 01:00,0.08333333333333333,0.9120370370370371,0.8994132070549204,0.9021891487950177,0.07072515666965085,7.580555555555555,8.946311174848912,648,111,537,54
2013-06-06 01:30,0.08390022675736962,0.9160997732426304,0.8974880910965622,0.9014989323084659,0.1037037037037037,6.894230769230769,8.041892541330256,441,74,367,37
2013-06-06 02:00,0.07462686567164178,0.9223880597014925,0.9013914311943934,0.9101348962971473,0.05396290050590219,6.828125,8.18439750417711,335,51,284,25
2013-06-06 02:30,0.06390977443609022,0.9285714285714286,0.92644761060155,0.9318247319091313,0.08298755186721991,7.886363636363637,7.627360166288738,266,36,230,17
2013-06-06 03:00,0.052083333333333336,0.9479166666666666,0.9460841998439417,0.9455755553831743,0.13175675675675674,7.875,8.114214513556618,192,20,172,10
2013-06-06 03:30,0.06741573033707865,0.9213483146067416,0.878116025847672,0.8883241437461987,0.010869565217391304,5.0,8.436423992673994,178,26,152,12
2013-06-06 04:00,0.0547945205479452,0.9452054794520548,0.962157684425795,0.9510610551821335,0.04150943396226415,8.666666666666666,7.507412131519275,146,16,130,8
2013-06-06 04:30,0.011627906976744186,0.9883720930232558,0.9846503142059213,0.9849101724926438,0.3262411347517731,6.201388888888889,7.9759887005649714,86,2,84,1
2013-06-06 05:00,0.0297029702970297,0.9702970297029703,0.9670763844921713,0.9668152187407886,1.2133333333333334,7.038321995464853,7.736111111111111,101,6,95,3
2013-06-06 05:30,0.06722689075630252,0.9201680672268907,0.9238614818393798,0.9279216610063283,1.5087209302325582,7.551604220499569,7.246779736467237,238,35,203,16
2013-06-06 06:00,0.10650887573964497,0.8816568047337278,0.8849853384913638,0.8999604197701884,1.378960709759189,8.290200531167327,7.84966294503261,507,114,393,54
2013-06-06 06:30,0.15384615384615385,0.8126696832579186,0.8080106967493859,0.8513532061587052,0.9420378279438683,9.305563940612666,8.640512312109294,1105,377,728,170
2013-06-06 07:00,0.17170564746149458,0.8009127210496292,0.7824368792454334,0.8429951749170167,0.53177138800142,9.49455300649512,8.95749309881357,1753,650,1103,301
