BoroCT2020,NTAName,NTA2020,GEOID,geometry_nyct,modzcta,label,zcta,pop_est,BoroCT2020_col
1004800,Gramercy,MN0602,36061004800,"POLYGON ((-73.98020475181931 40.73438476161894, -73.9803799924207 40.73414381016001, -73.98064478013663 40.73377876061819, -73.98088954843216 40.73343651275718, -73.98105826307679 40.73321085779343, -73.98126750502948 40.73292417445438, -73.98149889630976 40.73261804219641, -73.98180318644282 40.732204245213964, -73.981967616055 40.73198200824104, -73.98232262117588 40.73149733973207, -73.98238608207035 40.73141069398422, -73.98255608812923 40.731349584700354, -73.98296420013315 40.73152029312637, -73.98321446568089 40.73162361913864, -73.98346623502084 40.731730531727266, -73.98356031392308 40.73176967614543, -73.98494529534196 40.7323491255014, -73.9871802805887 40.73329160280828, -73.98667911519343 40.73397750747975, -73.98621245355072 40.73461714138862, -73.9857941798195 40.7351991310157, -73.98536058157582 40.73578937663777, -73.9849331720968 40.736375829281144, -73.98431242965647 40.736113769411105, -73.98270084159364 40.735431287300365, -73.98208855383305 40.735176255470336, -73.98202449093714 40.73514842179064, -73.98031443293603 40.73442793184527, -73.98020475181931 40.73438476161894))",10003,10003,10003,54682.0,1004800
1006400,Gramercy,MN0602,36061006400,"POLYGON ((-73.97805204959593 40.73755338144441, -73.97854073222013 40.7368870895631, -73.9785742838089 40.73667671263279, -73.97890896079443 40.73616355846797, -73.97934798371816 40.735552547322946, -73.9794629619165 40.73539136194561, -73.97952781476197 40.735305763767826, -73.97978882910104 40.73496125410622, -73.98009029534714 40.73454380904454, -73.98020475181931 40.73438476161894, -73.98031443293603 40.73442793184527, -73.98202449093714 40.73514842179064, -73.98208855383305 40.735176255470336, -73.98270084159364 40.735431287300365, -73.98431242965647 40.736113769411105, -73.9849331720968 40.736375829281144, -73.98450735303425 40.7369619290381, -73.98437383670812 40.73714489860219, -73.98431165795746 40.73723010784538, -73.98408190604256 40.737544956472895, -73.98363122630293 40.738164683104735, -73.98314632298242 40.73883124797916, -73.98266737190676 40.739497872469904, -73.98219024276376 40.73929680053806, -73.98180797167163 40.73913570130904, -73.98075983233434 40.73869397892749, -73.98066578297008 40.73865405712186, -73.9804233640991 40.738552517708534, -73.97949040791453 40.73815922185779, -73.97891552799643 40.737917087866, -73.97805204959593 40.73755338144441))",10010,10010,10010,33730.0,1006400
1017800,East Harlem (North),MN1102,36061017800,"POLYGON ((-73.92927918025187 40.79585254184202, -73.92930754622601 40.7958096602428, -73.92953039377129 40.79550720043868, -73.92968275553211 40.79529563570696, -73.92974575986194 40.79520815011772, -73.9298746705739 40.79503455850038, -73.92984226036957 40.79501443951868, -73.92985125677768 40.795000802080246, -73.92980936637973 40.79498256782382, -73.92983235327786 40.794948462641244, -73.92988721929962 40.794966694255336, -73.92990121064786 40.79494622599825, -73.92991617395035 40.794948513808194, -73.92993716606495 40.79491818793298, -73.92992020775296 40.79490907392448, -73.93006862292064 40.79470023005194, -73.9301075227956 40.79471239261556, -73.93019645633679 40.79459262582705, -73.93041961692795 40.79447027401387, -73.931113891711 40.794095903614995, -73.93142739644392 40.79392739092857, -73.93165802163249 40.7938011431819, -73.93179273560908 40.79372736464874, -73.93187481202055 40.793681324769075, -73.93200982470579 40.79360488920508, -73.93207867026521 40.79356591192505, -73.93235109839677 40.793413248467346, -73.93250901900426 40.79333130500511, -73.93253833601949 40.79331608562275, -73.93267220061112 40.79324763638484, -73.9328769355964 40.7931296551417, -73.93310664083569 40.79299473215942, -73.93324568252974 40.79291370008695, -73.93327112876268 40.79289886742918, -73.93348470473013 40.79277357557402, -73.93372771301685 40.79260088273401, -73.93388766043861 40.79248888146347, -73.93406978482047 40.79235769830643, -73.93427202444859 40.79221672043822, -73.93434013508396 40.792167372726865, -73.93451023249169 40.792050699412556, -73.93473862256434 40.79190017361055, -73.93505386690553 40.79168563644129, -73.93508290228165 40.79170902215747, -73.93510732153105 40.791728604272755, -73.93513802817247 40.79175224002959, -73.93519341145789 40.79179740466613, -73.93524041452432 40.79183328079192, -73.93529018728285 40.79187254264078, -73.93539901398492 40.791970095350415, -73.93555293406153 40.79184163200837, -73.93679189685759 40.79240333892038, -73.93773592335424 40.7928152170779, -73.937256854393 40.79347372876506, -73.93715697927612 40.793610060107966, -73.93710047133268 40.793687195226994, -73.93695323925398 40.79388817144472, -73.93688135771774 40.793986286934334, -73.93681140327094 40.794081772954264, -73.93677906250677 40.7941244572109, -73.93670952268936 40.79421963883416, -73.93666920283178 40.79427482526963, -73.93660914659017 40.79435702666415, -73.93652933903223 40.794466260902865, -73.93647030239832 40.794547065121975, -73.93642990974662 40.79460235144346, -73.93639757425494 40.79464660999626, -73.93636073489289 40.79469702678996, -73.93622970395047 40.794876410978326, -73.93619552536036 40.79492320344322, -73.93597637869286 40.79522321943799, -73.9359494728864 40.79526005415324, -73.93591207461174 40.795311252830764, -73.93541065437726 40.79600491021298, -73.93491237753841 40.79668006596199, -73.93445579559808 40.797309310195004, -73.93398979738252 40.79793185870243, -73.93174295724594 40.79698683655566, -73.9297772377657 40.79615598366318, -73.92956877811982 40.79604050194323, -73.92950441641187 40.796003515083974, -73.92945668402622 40.79597370530336, -73.92930779805077 40.79587102108529, -73.92927918025187 40.79585254184202))",10035,10035,10035,35743.0,1017800
1023501,Hamilton Heights-Sugar Hill,MN0903,36061023501,"POLYGON ((-73.94034623023475 40.83045734261754, -73.94014110946148 40.83037148803804, -73.93962549732264 40.83015533501036, -73.93943408599127 40.83007561324336, -73.93926592467268 40.82999802782932, -73.9389972332034 40.8298883486089, -73.93864006622336 40.82973836910164, -73.93896014781993 40.828985824178154, -73.93924865543488 40.82829584403151, -73.93968932608723 40.827656066573816, -73.94013933645735 40.827038182494725, -73.9405945235801 40.82641309555537, -73.94153599301158 40.82681974853131, -73.9419676073634 40.82700189150648, -73.94244273662623 40.82720232556814, -73.9427811517465 40.82734398670193, -73.9438982823884 40.827814769064936, -73.94529612251242 40.828399482718766, -73.94483537140513 40.82902240281406, -73.94438061795147 40.829650514153975, -73.94392332575931 40.830270760980525, -73.94347169202365 40.830890899994884, -73.94319640291103 40.83126929170758, -73.94313604411471 40.83135225609509, -73.94297945571942 40.83156748798599, -73.94136779094212 40.83089034090258, -73.94107526597047 40.83076635331931, -73.94034623023475 40.83045734261754))",10032,10032,10032,64264.0,1023501
1022302,Manhattanville-West Harlem,MN0902,36061022302,"POLYGON ((-73.95556354327658 40.81942569911551, -73.95594665211465 40.818901822427655, -73.95602002126839 40.81880149356659, -73.95613059977975 40.81884694181706, -73.95808104022774 40.81967037583394, -73.95886783370149 40.82000238162507, -73.95929872197516 40.82018236092501, -73.95942174317429 40.82023347996206, -73.95948086447513 40.820258048599634, -73.95954120862298 40.82028220318233, -73.95965956570878 40.82030254268597, -73.9598065406266 40.8202702736119, -73.9598143998266 40.8202973925808, -73.95939046157368 40.82085469657856, -73.95932543632489 40.82094579454101, -73.9592827801976 40.820994492719684, -73.95913038971646 40.82116847214648, -73.95920745090353 40.82120742796507, -73.95926232777794 40.82123517414784, -73.95930240967851 40.821189416295006, -73.9594260170293 40.82125190090108, -73.95914663102467 40.82157084783449, -73.95903271557694 40.82151326515151, -73.95923444571397 40.82127734409427, -73.95917690179057 40.821248948628366, -73.95908937636136 40.821205765424544, -73.95881869662956 40.82151804333907, -73.95894150354928 40.82156888286599, -73.95885381409225 40.82167426965548, -73.95872309188859 40.82162476386573, -73.95864135729299 40.8215824542075, -73.9585267330504 40.821541521377796, -73.9584638289574 40.82151668016628, -73.95840688394797 40.821496984256214, -73.95830089846949 40.821460322360146, -73.95821091725003 40.821421559410695, -73.95791059769452 40.821292955313126, -73.95752316209992 40.82114289832326, -73.95519641372427 40.82014666346666, -73.9550765324639 40.8200966779721, -73.95537728486451 40.81968231400285, -73.95538862258141 40.81966669372027, -73.95556354327658 40.81942569911551))",10031,10031,10031,60254.0,1022302
1014401,Upper East Side-Yorkville,MN0803,36061014401,"POLYGON ((-73.94572809199666 40.773620459798245, -73.94808299672975 40.77461074185634, -73.95033835188448 40.775562610338866, -73.94987315517233 40.776195891582084, -73.94937417643455 40.77687550468653, -73.94896332006128 40.776702880907465, -73.94785670947823 40.77623805822275, -73.94763208807848 40.77614370586312, -73.9471214744536 40.77592921797278, -73.94532508879091 40.775232467673085, -73.94476530195327 40.77493473408272, -73.94526658419952 40.77425094178099, -73.94572809199666 40.773620459798245))",10128,10128,10128,59256.0,1014401
1001600,Chinatown-Two Bridges,MN0301,36061001600,"POLYGON ((-73.9891544636606 40.71670814153911, -73.98975401020753 40.71555184677425, -73.9902021893336 40.71466393161424, -73.9902213862937 40.71457825785498, -73.99022734031377 40.71449117119599, -73.99021995694912 40.71440444171681, -73.99075498288403 40.71455357555722, -73.99122534000375 40.71448614715351, -73.992134692873 40.714419307379664, -73.99256224895677 40.71438758364311, -73.99282156112638 40.71436473742068, -73.99301571093926 40.71435513204053, -73.9939501610825 40.714290341410745, -73.99414021607852 40.71426844181633, -73.99431838180625 40.71425039508004, -73.99434769225672 40.71424742616624, -73.99450015920075 40.71423067549478, -73.99465667452269 40.71421895815298, -73.99472461881577 40.71421522356583, -73.99484031357319 40.71420886285712, -73.99510365808342 40.71419286804215, -73.99608981964572 40.71413362974203, -73.9974443080862 40.71406639040156, -73.99750427431343 40.71406864858426, -73.99709205462977 40.714617912492336, -73.9968058907729 40.715036469622255, -73.99653110156396 40.715490902526994, -73.99622475026769 40.71599530078945, -73.9961491104288 40.71608435054957, -73.99605854456017 40.71623114996657, -73.99580894049015 40.71664416758578, -73.9954285745844 40.717278748818245, -73.9948076036706 40.71845692887524, -73.99382767221705 40.71814397833649, -73.99309413883704 40.71792197856522, -73.99222046269666 40.717657945461134, -73.99142254757562 40.717417074083606, -73.99130397460719 40.71738117944098, -73.99117605319732 40.71734245743456, -73.99070272316895 40.71720010264928, -73.98995001532137 40.716971470801674, -73.9891544636606 40.71670814153911))",10013,10013,10013,28709.0,1001600
1001200,Lower East Side,MN0302,36061001200,"POLYGON ((-73.98057717772444 40.71645504477389, -73.98027910849429 40.71636491233146, -73.98017696687421 40.716334025985695, -73.97974324861603 40.716202873874636, -73.97965277450055 40.7161755145664, -73.9795330485378 40.71613930838572, -73.9791280969853 40.716016847381105, -73.97890932648059 40.71595068871811, -73.97898984916519 40.715802460540424, -73.97900572912846 40.7157732279098, -73.97906353227317 40.715666813964944, -73.97912059629188 40.715579362853425, -73.97913761174179 40.715547489523516, -73.97921573187179 40.71540115563263, -73.97949538205899 40.71488936664191, -73.97996183274284 40.713972182594595, -73.98092367908829 40.714264139621115, -73.9813286350234 40.7143739145888, -73.98164959905729 40.71446092064865, -73.9824535513453 40.714697890913015, -73.98300038928525 40.714835166213945, -73.98333822416218 40.71493204795132, -73.9842583731582 40.715209067289514, -73.98501222489246 40.715437242017366, -73.98453646184015 40.71639342715779, -73.98423329096829 40.716955780169464, -73.98417369054734 40.7170679740948, -73.98415501399484 40.717103132957874, -73.98410301084768 40.717192952059555, -73.98404873552055 40.71730382923381, -73.98403282264607 40.71733657574754, -73.98399524514002 40.71741390722257, -73.98339493187002 40.71856968577508, -73.98247730852468 40.71828998549173, -73.98255413909594 40.71815375539323, -73.98259615500633 40.718079258786275, -73.98269048758294 40.717911996989635, -73.98273535583077 40.71783243995612, -73.98290228329267 40.717536457773235, -73.98295287497606 40.71744675191904, -73.98310312973908 40.71718032949213, -73.9822886029681 40.71697529476064, -73.98143770346337 40.71671747932139, -73.98057717772444 40.71645504477389))",10002,10002,10002,74993.0,1001200
1021000,East Harlem (North),MN1102,36061021000,"POLYGON ((-73.93382981298123 40.81949055819689, -73.93382758024707 40.819414957360266, -73.93382594741327 40.819355892060926, -73.93380000086792 40.81834921895836, -73.93379315244286 40.81777606741294, -73.93378978022393 40.817150831178445, -73.93380570507377 40.81651194937769, -73.9338288151348 40.815584814364485, -73.93394589439329 40.8155870791617, -73.9339459054778 40.81557591196312, -73.93394150760876 40.815564753286154, -73.9339488647134 40.815555823919695, -73.93395034765108 40.81554243434525, -73.933941540853 40.81553126324945, -73.93394155636184 40.815515639725334, -73.93395186271785 40.8154966724589, -73.93395334344659 40.81548550660762, -73.93393426325828 40.815470988657, -73.93394603842556 40.81544197208593, -73.93393872892314 40.815415178317295, -73.93394901870387 40.81540067725329, -73.93394609050003 40.81538950886703, -73.93395639705011 40.81537165815291, -73.93394833727989 40.81534765592217, -73.93394836054593 40.815324215358245, -73.93394839046138 40.81529407547996, -73.93395282707378 40.81526618062244, -73.93395432773492 40.81523492570643, -73.93394406995064 40.81520477941048, -73.93394850899588 40.815174651448025, -73.93394705930677 40.815154551487026, -73.9339632514587 40.81512889649274, -73.93396768917043 40.81509987637016, -73.93396331127524 40.815068617404165, -73.9339692197279 40.81503848040088, -73.93398546571143 40.814946963544415, -73.93398917543992 40.81491181008482, -73.93398184299934 40.81489506578384, -73.93398333367898 40.81487385045634, -73.93397454134835 40.814848181099784, -73.93398191275969 40.81482474592942, -73.93397313263186 40.81478678461134, -73.93399078125246 40.814774520877435, -73.93397757031713 40.81475776381668, -73.93398934816479 40.814737680334524, -73.93399524550018 40.814718710528446, -73.93398056272167 40.814704195109904, -73.93398205449529 40.81468187311324, -73.93398504579449 40.81462941157679, -73.93397625682809 40.81460038318041, -73.93396601568698 40.81456466350843, -73.93399102593771 40.814527838662976, -73.93401457339714 40.81448320480569, -73.9338563327169 40.814480926270114, -73.93386211606513 40.81424874768214, -73.93386372083175 40.81419218852632, -73.93386490895914 40.814152609115496, -73.93386908480531 40.814100625872804, -73.93387213182663 40.814062715241384, -73.93392965231435 40.81334714018802, -73.93398159615066 40.812814084055525, -73.93400750831276 40.81260794681579, -73.93403824542116 40.81234032767489, -73.93409287311721 40.81196784944276, -73.93413692031987 40.81171181737418, -73.93419539359793 40.81139262357346, -73.93428208404814 40.81082249533625, -73.93458104340161 40.81067630980537, -73.93466496324392 40.81063527508433, -73.93473313383954 40.81060194068618, -73.93486792331758 40.81049421789125, -73.9349597976371 40.81042183382691, -73.93502258365172 40.81037897911442, -73.93521529278811 40.810209325359196, -73.93536267905657 40.8100647068495, -73.93580760618781 40.809497083350614, -73.9374071386949 40.81017506123829, -73.93901733313903 40.810856011486045, -73.93874374535562 40.811230275426844, -73.93863733371151 40.8113758435263, -73.93838728604042 40.81171789876234, -73.9383090512652 40.81182491926566, -73.93820622784014 40.811967060148824, -73.93813532511619 40.812065074649645, -73.93761695117635 40.812739820141225, -73.93714378645905 40.81342049775702, -73.93708143924061 40.81350559742098, -73.93668835158427 40.814041086939156, -73.93622942684597 40.81464684805239, -73.93613534738165 40.814787584337765, -73.93605056929182 40.81490747239694, -73.93599351775053 40.81498815090788, -73.93575528596621 40.81532504187274, -73.93487324324863 40.81652730587663, -73.93463770789947 40.8169075071708, -73.93445380677556 40.8171879879843, -73.93423500113482 40.81755434047897, -73.9341279733755 40.817733421944, -73.93407444560228 40.81782597346827, -73.93408462593952 40.81793032127083, -73.93423556629112 40.81864878087889, -73.93429468355363 40.81890444907804, -73.93433827489108 40.818756936303934, -73.93442893787 40.81912286428077, -73.93443608190249 40.81915170003374, -73.93445228748656 40.81932677060861, -73.93446012619107 40.819406635120714, -73.93446996215937 40.819597304131264, -73.93447504129567 40.81969696077972, -73.93440020472066 40.81966724710193, -73.93431257359904 40.81962933075191, -73.93411682260599 40.81954999823945, -73.93382981298123 40.81949055819689))",10039,10039,10039,27726.0,1021000
1021200,Harlem (North),MN1002,36061021200,"POLYGON ((-73.93575528596621 40.81532504187274, -73.93599351775053 40.81498815090788, -73.93605056929182 40.81490747239694, -73.93613534738165 40.814787584337765, -73.93622942684597 40.81464684805239, -73.93668835158427 40.814041086939156, -73.93708143924061 40.81350559742098, -73.93714378645905 40.81342049775702, -73.93761695117635 40.812739820141225, -73.93813532511619 40.812065074649645, -73.93820622784014 40.811967060148824, -73.9383090512652 40.81182491926566, -73.93838728604042 40.81171789876234, -73.93863733371151 40.8113758435263, -73.93874374535562 40.811230275426844, -73.93901733313903 40.810856011486045, -73.94218083943574 40.81217177390725, -73.94224911831016 40.81220017392153, -73.94180315485443 40.81281453178418, -73.94149199293791 40.81323921962353, -73.94134732767147 40.81343666083892, -73.94085534827632 40.814105408339216, -73.94036864515051 40.81477377713533, -73.93990900443632 40.81540227433158, -73.93945670689467 40.8160258851322, -73.93899131739167 40.81666174242145, -73.9389334135151 40.81663782479199, -73.9373759039952 40.81599448583324, -73.93575528596621 40.81532504187274))",10030,10030,10030,29882.0,1021200
1015502,Upper West Side-Lincoln Square,MN0701,36061015502,"POLYGON ((-73.98544784706084 40.77847514030115, -73.98588388951357 40.777878297388106, -73.98626980834642 40.777351897673704, -73.98648319574042 40.7770557348649, -73.98654208714906 40.77697399849648, -73.98677056276868 40.77666054943872, -73.98690384138737 40.776477702459346, -73.98724007555427 40.776016412091, -73.9884295142202 40.77653040760765, -73.98861984046809 40.77660801703054, -73.98870299038057 40.776641922888906, -73.9889544148835 40.77675204004061, -73.98913104242477 40.77682939581871, -73.99016776214397 40.777250218860345, -73.99023620377118 40.77727980602118, -73.9903194596029 40.77731660757493, -73.99036604777085 40.77733576329019, -73.9909269075914 40.77756636615095, -73.99073014775536 40.777560037219374, -73.99039589483453 40.77758455203533, -73.99010100115662 40.77799594418783, -73.98964860869368 40.77862704716286, -73.98920069520892 40.779251886282765, -73.98920041724418 40.77925227441332, -73.98917551481517 40.77928701167377, -73.98908493128017 40.77940708540258, -73.98886835417422 40.77969241084534, -73.98887161126946 40.77971322623955, -73.98921875919652 40.779697384365015, -73.9892775952831 40.77972292809952, -73.98940879024732 40.7797371955971, -73.98949835087728 40.7797245336679, -73.98959622921082 40.779697636099804, -73.98967954861638 40.779677058197315, -73.98975243855652 40.77967073438673, -73.989841983308 40.779680242545226, -73.98994403763939 40.77969608288444, -73.99003983736311 40.77970716752964, -73.99013771263952 40.77969926021906, -73.99022310345964 40.77968185236211, -73.99033557518861 40.779661285225096, -73.9904303334296 40.77966446358155, -73.9905073807868 40.779667630315195, -73.99062193387869 40.779675555852094, -73.99074480382671 40.779670820364814, -73.99087184843765 40.77964549952276, -73.99096140626273 40.77963917630019, -73.99105720674261 40.77965184489324, -73.9911571632793 40.779669268114525, -73.99124255107498 40.779670860271224, -73.9912550519441 40.779650275682904, -73.99129462072302 40.77962970190712, -73.99132170121737 40.77963128879787, -73.99135918908834 40.779585375565404, -73.99155079249593 40.77957431402806, -73.9914195592981 40.77975477351466, -73.98888588086612 40.77987838691336, -73.98856618347193 40.779791202407395, -73.98852032088506 40.779778694806865, -73.98845737449524 40.77975666076783, -73.98841206822159 40.7797389695996, -73.98799381853433 40.7795448770196, -73.98741596303374 40.77930092418668, -73.98722592057597 40.77922069323926, -73.98716241659429 40.77919346211425, -73.98709400098316 40.77916412560067, -73.98544784706084 40.77847514030115))",10023,10023,10023,62435.0,1015502
1020101,Morningside Heights,MN0901,36061020101,"POLYGON ((-73.95840640224414 40.80741869824631, -73.95912436214635 40.80644118038834, -73.95936465007188 40.80611401602186, -73.95960432106573 40.80575871458301, -73.95982657409152 40.80543433918994, -73.95995181115188 40.8050661164885, -73.96007445795311 40.804705507077934, -73.96200751644524 40.8055089438376, -73.96154835327262 40.806135276438575, -73.96130596982451 40.80647080464735, -73.9610533968678 40.806820434977126, -73.96050203199377 40.80757609171434, -73.96010546322876 40.808119584906265, -73.95840640224414 40.80741869824631))",10025,10025,10025,92805.0,1020101
1020300,Morningside Heights,MN0901,36061020300,"POLYGON ((-73.95827270381744 40.81062754056901, -73.95872174682262 40.81000910890208, -73.95921723688184 40.80933980122618, -73.95964807812894 40.808753385939454, -73.96010546322876 40.808119584906265, -73.96050203199377 40.80757609171434, -73.9610533968678 40.806820434977126, -73.96130596982451 40.80647080464735, -73.96154835327262 40.806135276438575, -73.96200751644524 40.8055089438376, -73.96245360100613 40.80569673321731, -73.9642239422507 40.80644362948396, -73.96430382062537 40.80647732945552, -73.96475159227255 40.80666623318931, -73.96484760095956 40.806705822398584, -73.9645623852125 40.80709917457358, -73.9643898456814 40.80733712921779, -73.96415707675396 40.80765225258222, -73.96389854732092 40.8080022468881, -73.96294118591302 40.80931664341637, -73.96248573268024 40.80994193772858, -73.96205535689985 40.81053277559332, -73.96156915178852 40.811204863947985, -73.96111083965175 40.81182980038578, -73.96099266848348 40.81177979189977, -73.95998047642131 40.8113510122033, -73.95985550335227 40.811298070998966, -73.9590670145597 40.81096404362238, -73.95827270381744 40.81062754056901))",10025,10025,10025,92805.0,1020300
1018500,Upper West Side-Manhattan Valley,MN0703,36061018500,"POLYGON ((-73.96282126764753 40.794236702786826, -73.96297556492559 40.79401564842255, -73.96307908021721 40.793867343642994, -73.96321809722777 40.7936780399597, -73.9637107757297 40.79300849476662, -73.96380577948347 40.792879367435816, -73.96417575446321 40.79236151077743, -73.96543387203774 40.79287615630078, -73.96644717729482 40.79331442715265, -73.96701535633346 40.79355644083916, -73.96856464464119 40.794195830628354, -73.96987039373666 40.79473468758905, -73.96941520025707 40.79536026205161, -73.96895552916683 40.79598799585862, -73.96847604950369 40.79664277212458, -73.96719504485218 40.79610885650141, -73.9666384723556 40.795876873074434, -73.96562801232835 40.79545569437139, -73.96449781503479 40.794884857851834, -73.96441331426091 40.794842178996554, -73.964302194417 40.794786054072404, -73.96384365404721 40.79460401771251, -73.96282126764753 40.794236702786826))",10025,10025,10025,92805.0,1018500
1018900,Upper West Side-Manhattan Valley,MN0703,36061018900,"POLYGON ((-73.96002995809256 40.7980375776123, -73.96052249047125 40.79736793821687, -73.96074762373978 40.79705544519097, -73.96097949062963 40.79673811285759, -73.96144037919936 40.79611029556363, -73.96189962602227 40.795478737995694, -73.96235957234985 40.794851528060676, -73.96282126764753 40.794236702786826, -73.96384365404721 40.79460401771251, -73.964302194417 40.794786054072404, -73.96441331426091 40.794842178996554, -73.96449781503479 40.794884857851834, -73.96562801232835 40.79545569437139, -73.9666384723556 40.795876873074434, -73.96719504485218 40.79610885650141, -73.96847604950369 40.79664277212458, -73.96827417264643 40.79692211217526, -73.96819687762603 40.79702906734575, -73.96803794941579 40.79724897623255, -73.96757893246149 40.7978665461535, -73.96747653670838 40.798006602903364, -73.96742298573879 40.798080947448106, -73.96737497643113 40.798147598441496, -73.96729736026779 40.79825535366791, -73.96725087237866 40.798319892716535, -73.96720424365945 40.79838462603471, -73.96711995787349 40.798504276535034, -73.96666158254364 40.79913176689613, -73.96620549754583 40.799760317657565, -73.96571035273881 40.80043655665911, -73.96460455831394 40.79997086376957, -73.96432657133634 40.79985362896454, -73.96286645260224 40.799233181800155, -73.96147757150719 40.79865363044915, -73.96002995809256 40.7980375776123))",10025,10025,10025,92805.0,1018900
1013700,Midtown-Times Square,MN0502,36061013700,"POLYGON ((-73.97623364160305 40.76567406301503, -73.97670298819004 40.76499488150927, -73.97719663857202 40.764323122953506, -73.97768575769345 40.763643833040625, -73.97813906863172 40.763023444027766, -73.9786014450463 40.76239550145771, -73.98029055492238 40.76311026810293, -73.98037200918009 40.763145142690284, -73.98143326703872 40.76359379778964, -73.98246945363378 40.7640329046371, -73.98428204381672 40.76479126087961, -73.98382160064263 40.765417920934325, -73.98336632320182 40.76604468857203, -73.98313141257786 40.766366429999216, -73.98287688004793 40.76671504234258, -73.98236328572061 40.76738752132394, -73.98211036049842 40.767743923974656, -73.98205992710437 40.76772728490679, -73.98200733354366 40.767715110760314, -73.98195326112874 40.767707559242524, -73.98189840992026 40.767704727367814, -73.98184349076126 40.76770665267958, -73.98178921509475 40.76771331023667, -73.98172934961342 40.76772868049946, -73.98167244494935 40.767749563405744, -73.98161937533897 40.76777563812895, -73.9815709559646 40.767806503912425, -73.98152793081758 40.76784168673905, -73.98149096090991 40.76788064608868, -73.97907633763187 40.76687552605731, -73.97836088055512 40.766573149139404, -73.97623364160305 40.76567406301503))",10019,"10019, 10020", 10111,43703.0,1013700
1013900,Hell's Kitchen,MN0402,36061013900,"POLYGON ((-73.98236328572061 40.76738752132394, -73.98287688004793 40.76671504234258, -73.98313141257786 40.766366429999216, -73.98336632320182 40.76604468857203, -73.98382160064263 40.765417920934325, -73.98428204381672 40.76479126087961, -73.98712158026775 40.76598860669054, -73.98996356244179 40.767186937094614, -73.98950471843574 40.767814845065004, -73.9890505087784 40.768439555035364, -73.98855872301796 40.76911528090968, -73.98806263409568 40.76979026470295, -73.98521694498893 40.76859408650817, -73.98410116716919 40.7681236145941, -73.98236328572061 40.76738752132394))",10019,"10019, 10020", 10111,43703.0,1013900
1014500,Upper West Side-Lincoln Square,MN0701,36061014500,"POLYGON ((-73.98056345449491 40.76990477415009, -73.98102264773719 40.76927228267349, -73.98167918277912 40.76838957942415, -73.98163124153437 40.76836737666413, -73.98158697356168 40.76834113265547, -73.98154696531924 40.76831119507918, -73.98151174731476 40.7682779600006, -73.98148178570328 40.768241868306895, -73.98145747740533 40.76820339813834, -73.98144229109545 40.7681634171924, -73.9814325821532 40.76812246237961, -73.98142845311067 40.7680809662495, -73.98142994756675 40.768039367068006, -73.98143704958713 40.76799810420782, -73.98144968428967 40.76795761343962, -73.98146771822236 40.767918322408704, -73.98149096090991 40.76788064608868, -73.98152793081758 40.76784168673905, -73.9815709559646 40.767806503912425, -73.98161937533897 40.76777563812895, -73.98167244494935 40.767749563405744, -73.98172934961342 40.76772868049946, -73.98178921509475 40.76771331023667, -73.98184349076126 40.76770665267958, -73.98189840992026 40.767704727367814, -73.98195326112874 40.767707559242524, -73.98200733354366 40.767715110760314, -73.98205992710437 40.76772728490679, -73.98211036049842 40.767743923974656, -73.98236328572061 40.76738752132394, -73.98410116716919 40.7681236145941, -73.98521694498893 40.76859408650817, -73.98806263409568 40.76979026470295, -73.98761485995485 40.77041490802787, -73.98714526134957 40.771053502995386, -73.98669533342068 40.771667649229805, -73.98665453120564 40.77172391940849, -73.98649049464173 40.771950140559355, -73.98645425896072 40.772000112569174, -73.98623772960806 40.772298723391906, -73.98573276584867 40.772081605985896, -73.9834206197518 40.77108741535458, -73.98225218135121 40.770617170478694, -73.9821412098312 40.7705701910561, -73.98201993386448 40.77051915811485, -73.98056345449491 40.76990477415009))",10023,10023,10023,62435.0,1014500
