BoroCT2020,NTAName,NTA2020,GEOID,geometry_nyct,modzcta,label,zcta,pop_est,BoroCT2020_col
1019400,East Harlem (North),MN1102,36061019400,"POLYGON ((-73.93177263712319 40.800978841151, -73.93196840334049 40.80071016604168, -73.93215248941655 40.80045824308355, -73.93223678981563 40.800342956406446, -73.93229948405401 40.8002572170983, -73.93237007376473 40.800160681380994, -73.93242149445241 40.80009035975096, -73.93250445944328 40.79997689894909, -73.9325577534057 40.799904015890824, -73.93264612489877 40.7997831610804, -73.93270434624624 40.79970353861983, -73.9327914405854 40.799584429229505, -73.93285643784128 40.79949553947107, -73.9329190249616 40.799409945834704, -73.93298379339751 40.79932136880574, -73.93308543912752 40.79918235796706, -73.93314802565789 40.79909676520722, -73.93346611765264 40.7986617388269, -73.93352304517423 40.7985837110361, -73.93398979738252 40.79793185870243, -73.93471075851309 40.79823660210032, -73.93508950151157 40.79839686608047, -73.93592667422216 40.79875110819547, -73.9359688774324 40.79876896597118, -73.936360984819 40.79893487797139, -73.93858362846719 40.79989127747978, -73.93814437728253 40.8005091634336, -73.93768580690102 40.80114034738868, -73.93722732530401 40.80176844838546, -73.93676948746351 40.80239577539585, -73.93630985166642 40.80302316972534, -73.93407873959335 40.802104733827534, -73.93405574960826 40.80201348691423, -73.93409726061341 40.80194049253698, -73.93395113258897 40.80188709655888, -73.93362625650936 40.80177762557099, -73.93320729172197 40.80159708455744, -73.93312035281755 40.80155961989835, -73.93303153940535 40.8015213477818, -73.93177263712319 40.800978841151))",10035,10035,10035,35743.0,1019400
1024200,East Harlem (North),MN1102,36061024200,"POLYGON ((-73.92998269635795 40.802984172117725, -73.93014920613668 40.80288334257111, -73.93024924184911 40.80282123073432, -73.93031204880504 40.802774640225465, -73.93033781457139 40.80275552615127, -73.93041408574119 40.802693353688866, -73.93048466736909 40.802636476722434, -73.93055075551699 40.80257656344929, -73.93056760102445 40.80256009099597, -73.93063448823946 40.80249062536889, -73.93069666140532 40.802418675140544, -73.93098932112197 40.80204130129585, -73.93101547030984 40.80200083554202, -73.93120137252393 40.80175392156445, -73.93138725390564 40.80150171212877, -73.93142117722519 40.80145568674017, -73.93177263712319 40.800978841151, -73.93303153940535 40.8015213477818, -73.93312035281755 40.80155961989835, -73.93320729172197 40.80159708455744, -73.93362625650936 40.80177762557099, -73.93395113258897 40.80188709655888, -73.93409726061341 40.80194049253698, -73.93405574960826 40.80201348691423, -73.93407873959335 40.802104733827534, -73.93630985166642 40.80302316972534, -73.93581593573205 40.80369933353857, -73.93531785933267 40.80436659590007, -73.93692754892788 40.80504584606969, -73.93839498331715 40.80566690846079, -73.93854388021437 40.80572909548417, -73.93808647063327 40.80635245537701, -73.93763419624868 40.80697405080621, -73.93717992053628 40.807598444662055, -73.93695904595546 40.80789566567025, -73.93671807777584 40.8082199229257, -73.93625916333673 40.80885505335658, -73.9358624383106 40.80942964798102, -73.93580760618781 40.809497083350614, -73.93536267905657 40.8100647068495, -73.93521529278811 40.810209325359196, -73.93502258365172 40.81037897911442, -73.9349597976371 40.81042183382691, -73.93486792331758 40.81049421789125, -73.93473313383954 40.81060194068618, -73.93466496324392 40.81063527508433, -73.93458104340161 40.81067630980537, -73.93428208404814 40.81082249533625, -73.93430398000966 40.81048111025067, -73.9343142111 40.810321708723635, -73.93434061573463 40.809927025764004, -73.93433845189467 40.80956165605256, -73.93421371641031 40.80905861467226, -73.93419619822244 40.80903129236714, -73.93413513260323 40.80873583053596, -73.93412054122972 40.8086558917967, -73.93356100028842 40.80760011378108, -73.93332833110875 40.807318381772966, -73.93325890298468 40.8072366801982, -73.93318376408459 40.80715563245988, -73.93317394309467 40.8071448255693, -73.93308452531939 40.807026348882744, -73.93293269132015 40.80687045566735, -73.93263069111137 40.806552366135925, -73.93238997995277 40.80629857215751, -73.9315439842509 40.80539721084075, -73.93149585255864 40.805350581021756, -73.93147530592462 40.80532752016147, -73.93146688189668 40.80530539646145, -73.93144872431488 40.805297072865024, -73.93143179593952 40.805281384925436, -73.93140885220117 40.805246340723855, -73.93139071113649 40.805232496505546, -73.93130492543483 40.80513103291113, -73.93126928268683 40.805089980002265, -73.93115931030393 40.80496636606084, -73.93112669806885 40.804922103633565, -73.93111389974028 40.80490377608345, -73.93109771895945 40.80488060301703, -73.93107356444222 40.80484647639286, -73.93103371154308 40.804793907384074, -73.9310276880283 40.804781919690825, -73.93097635600654 40.804715057394475, -73.93097516365036 40.80470492425597, -73.93095824281596 40.80468647007487, -73.93093410233004 40.80465234342878, -73.93090917594442 40.804618818055076, -73.93082782413063 40.80450939094121, -73.93080609206336 40.804473431819716, -73.93071611420709 40.804354920906604, -73.93071009807704 40.80434016819797, -73.93069558632921 40.80432541153712, -73.93068714384647 40.80430973614281, -73.93063883931896 40.80424517613992, -73.93063160676878 40.80422950264447, -73.93060985219552 40.80420643871825, -73.93057242333028 40.80415202705904, -73.93057244881321 40.804142814699404, -73.93054224435036 40.80410684102432, -73.93044261354991 40.80397357229231, -73.93040518111694 40.803920087658604, -73.9303532620718 40.80384722648133, -73.9303327322275 40.803818635248824, -73.93030857619299 40.80378543688162, -73.93027841732244 40.80373380056627, -73.93026152562095 40.803705215381385, -73.93019156637338 40.80358258602762, -73.93018310630696 40.803573368008436, -73.93006001889299 40.80336106825154, -73.93001242505056 40.80328691826275, -73.92997354826322 40.80319588753252, -73.92997843384094 40.80318966493992, -73.93004442104285 40.80310553127926, -73.93000912294735 40.803039554451495, -73.92998269635795 40.802984172117725))",10037,10037,10037,21139.0,1024200
1001300,Financial District-Battery Park City,MN0101,36061001300,"POLYGON ((-74.00860067495489 40.71139178879111, -74.00906246932351 40.71088625487833, -74.00947340228691 40.71041209686731, -74.00954259595579 40.710327046572296, -74.00998721648229 40.70980522832121, -74.01054229021231 40.7091537070468, -74.01084620859912 40.70879710481137, -74.01101181213865 40.70859358272468, -74.0112481771182 40.70830426357031, -74.01170232794807 40.707755277676625, -74.0119467442864 40.70745109712924, -74.01250757154273 40.706766634474434, -74.01325379766992 40.70587008548175, -74.01330926353633 40.705706403191705, -74.01334468268034 40.705538399616515, -74.01335929751694 40.70536822892035, -74.01335293408097 40.70519814955984, -74.01332594496527 40.7050303616214, -74.01326963186854 40.704553070349625, -74.01419210731925 40.7045699805791, -74.0142890667073 40.70454865186654, -74.01437014928148 40.70455761453744, -74.0145169596284 40.70460525234222, -74.01466693482412 40.704646790210006, -74.01478043130625 40.70467369074938, -74.01489525736484 40.70469709655166, -74.01497118848208 40.70471255363075, -74.01516953716215 40.70475823548968, -74.0152774794222 40.70478018943447, -74.01539742280339 40.70479972797587, -74.01565740216829 40.704832666833695, -74.0158625273246 40.70483277259586, -74.01620615287489 40.70480417681033, -74.01629618678362 40.704799596530115, -74.01637503302888 40.70483806644313, -74.01652023992429 40.70479929943562, -74.01662744790063 40.70479901303217, -74.01660592936696 40.70496257302971, -74.01657843538717 40.70508878091319, -74.01642034446137 40.705482377627725, -74.01635131991362 40.705654230592295, -74.01620279728611 40.70606316322056, -74.01609064056399 40.70639410390768, -74.01594475389513 40.70667598918058, -74.01585359436069 40.70693018976743, -74.01583428811338 40.70698402425978, -74.01579632375243 40.70707153665958, -74.01577637291987 40.707121018044745, -74.01574845244313 40.70718574543351, -74.01569320858161 40.70730385318577, -74.01559080480561 40.70753020790959, -74.01557449268043 40.70756536154856, -74.01555330211862 40.707611028974355, -74.01551661623522 40.707697307604676, -74.01542266870221 40.707923053929484, -74.01538741994456 40.70800796480482, -74.01528527608396 40.70825401950726, -74.01520825621093 40.70846042866759, -74.01503188034498 40.70891640188473, -74.0148640377554 40.70941530763699, -74.01479138735338 40.70971972911073, -74.01474211382333 40.70983508549175, -74.0145895409914 40.710354028403756, -74.01457286097167 40.710425358485, -74.01447778358329 40.710788598773654, -74.01442514157004 40.71096954462702, -74.01428351178939 40.7115024279455, -74.01420217542282 40.71189089445584, -74.0140721784773 40.71244467029797, -74.01374647259756 40.713615430874185, -74.01372396281651 40.713677866822024, -74.01308447096666 40.71340675223027, -74.01254673797918 40.71316641234721, -74.01178705651895 40.7128303019316, -74.01167894449829 40.71278010175827, -74.01012149352277 40.712084247950926, -74.00883861582427 40.71150350830034, -74.00860067495489 40.71139178879111))",10007,10007, 10278,7023.0,1001300
1002100,Tribeca-Civic Center,MN0102,36061002100,"POLYGON ((-74.00920520814617 40.7161874942575, -74.0088230910863 40.71601336408069, -74.0075435696749 40.71543236287339, -74.00588831009321 40.71467682068164, -74.00630950988528 40.714165364245595, -74.00678176469252 40.71360569221981, -74.00702372224809 40.71329457404917, -74.00722431973709 40.71305481531251, -74.00766552171314 40.71253218692514, -74.00809963766201 40.71199395050116, -74.0083761047932 40.71165599431788, -74.00860067495489 40.71139178879111, -74.00883861582427 40.71150350830034, -74.01012149352277 40.712084247950926, -74.01167894449829 40.71278010175827, -74.01178705651895 40.7128303019316, -74.01254673797918 40.71316641234721, -74.01308447096666 40.71340675223027, -74.01372396281651 40.713677866822024, -74.0134387850072 40.71442997445263, -74.01325515192 40.71506410840683, -74.01321792416053 40.715207769824715, -74.01310217430309 40.71561869849379, -74.01302477252327 40.715951687084186, -74.01292108254269 40.71639776679486, -74.01273047195484 40.71711317767665, -74.01255965149603 40.71703333022311, -74.01162657402784 40.716601596290815, -74.01096694304333 40.716302546325494, -74.01083340162965 40.71692481923695, -74.00920520814617 40.7161874942575))",10013,10013,10013,28709.0,1002100
1027300,Washington Heights (North),MN1202,36061027300,"POLYGON ((-73.93416878618092 40.85925832472708, -73.93453058784218 40.85859404232962, -73.93480213910352 40.85816295321363, -73.935143474257 40.85773203416214, -73.93545396119252 40.85731314421388, -73.93560184748364 40.85710895017796, -73.93670262315646 40.85562236983045, -73.93689081882353 40.855097091044684, -73.93674113673087 40.855096577381104, -73.93613314757631 40.854956145749775, -73.93603553174745 40.85491447556049, -73.93613699422423 40.854703492983106, -73.93613702892459 40.85470342934339, -73.93613705347539 40.85470336620059, -73.93622030672705 40.854487184878316, -73.93622034300537 40.85448708605944, -73.93622037929252 40.85448697802678, -73.93628479084394 40.85426683816093, -73.93628480391331 40.85426678372295, -73.9363299687389 40.854044198697146, -73.93633000485666 40.8540440367217, -73.93633002906087 40.8540438742371, -73.93635577504435 40.85382022001823, -73.93636462952878 40.85357651556777, -73.93638802445979 40.85333298935927, -73.93642591054042 40.85309049941343, -73.93642592145505 40.85309039069654, -73.9364259453945 40.85309027377821, -73.93647822697332 40.85284947471097, -73.9365447120484 40.852610961609045, -73.93571721032272 40.85233468975958, -73.93615170395547 40.85146650417928, -73.93620350026733 40.85136285145185, -73.93666122737433 40.8504468615502, -73.93736511758738 40.850644067245334, -73.9382839655656 40.85090808624039, -73.9392358299416 40.85117802912378, -73.93956993307776 40.851267918341506, -73.93974897072529 40.85130085171967, -73.93982547526923 40.85131564991837, -73.93990305648995 40.85132675540819, -73.9399814055745 40.85133412398353, -73.94006021128895 40.85133772606385, -73.9401391592902 40.85133754752989, -73.94021793532407 40.85133358909227, -73.94015628976756 40.85140087543801, -73.93999885153802 40.85191087632625, -73.93996684356286 40.852020634261066, -73.93970362907481 40.852923188583325, -73.93953967322665 40.853485407134684, -73.9386514981695 40.85467660386955, -73.93801840284159 40.85548679959776, -73.93792295940783 40.855608939691514, -73.9376948619028 40.85591020827736, -73.93693955023353 40.85690779173625, -73.93665494181323 40.857253953670806, -73.93657592503267 40.85735005827513, -73.93560542535226 40.85886244886231, -73.93551560185153 40.85896607265737, -73.93551551349674 40.85896617194927, -73.93551541367583 40.858966263528664, -73.93541173038602 40.859064013458884, -73.935295205909 40.85915439642049, -73.9352951414363 40.85915444144805, -73.93516736168584 40.85923595963098, -73.93516729655053 40.85923600516066, -73.93516722127347 40.85923604247597, -73.93503000881202 40.85930756123093, -73.9350299220536 40.85930760624573, -73.9350298489835 40.8593076428921, -73.93488518606864 40.859368334401964, -73.93488510152523 40.85936837053917, -73.93488500595632 40.85936839963414, -73.93473503982763 40.85941774727496, -73.93416878618092 40.85925832472708))",10033,10033,10033,59607.0,1027300
1028100,Washington Heights (North),MN1202,36061028100,"POLYGON ((-73.93462671802251 40.85448891731361, -73.93520489895883 40.85466356938243, -73.93531152555519 40.85469577875087, -73.93584211848047 40.85485605258711, -73.93603553174745 40.85491447556049, -73.93613314757631 40.854956145749775, -73.93674113673087 40.855096577381104, -73.93689081882353 40.855097091044684, -73.93670262315646 40.85562236983045, -73.93560184748364 40.85710895017796, -73.93545396119252 40.85731314421388, -73.935143474257 40.85773203416214, -73.93480213910352 40.85816295321363, -73.93453058784218 40.85859404232962, -73.93416878618092 40.85925832472708, -73.93414528032193 40.85925500520482, -73.9341213777382 40.85925458429049, -73.9340976944709 40.85925707283233, -73.9340748409088 40.85926240669312, -73.93405340605705 40.859270448403315, -73.9340339423568 40.85928099070381, -73.9340169514474 40.85929376188772, -73.93400287141147 40.85930843262051, -73.93399206492643 40.85932462495165, -73.933984810511 40.859341921555014, -73.93398129513665 40.85935987664388, -73.9339816094085 40.85937802745982, -73.93398574522996 40.85939590619958, -73.93399359601085 40.85941305207183, -73.93228360554097 40.85944734184842, -73.93298281280481 40.85811266304873, -73.93342976491267 40.85727377192133, -73.93368091987837 40.85678133926666, -73.9341073374513 40.85602020199024, -73.93427175269325 40.85558218701092, -73.93455255059138 40.85471735182867, -73.93462671802251 40.85448891731361))",10033,10033,10033,59607.0,1028100
1024700,Washington Heights (South),MN1201,36061024700,"POLYGON ((-73.94306473577667 40.84019294447717, -73.94346462995173 40.83917358774443, -73.94371296592074 40.83854776405463, -73.94373610881611 40.83846924475224, -73.944020884092 40.837779452808945, -73.94429600142742 40.83707695605932, -73.94457337200164 40.83638086327339, -73.94462829897321 40.83628590553943, -73.94466681329104 40.83618066527415, -73.94468498795473 40.83606756199737, -73.94467975029393 40.83595005378129, -73.94464946090471 40.835832425270034, -73.94459431657701 40.83571928781138, -73.94451648350436 40.83561502669373, -73.94441974216271 40.835523245975516, -73.94430898582955 40.83544638026748, -73.94418953828114 40.8353855394526, -73.94406646068829 40.835340625957556, -73.94396761824052 40.835308430035596, -73.94442524834724 40.83468028544194, -73.9445241060756 40.83472081129522, -73.9455104064949 40.83512331884892, -73.94731350910418 40.83589999586071, -73.94850755035085 40.83640511106292, -73.94868861914652 40.83647724916476, -73.94882964320442 40.83653343222416, -73.94905258407589 40.83661599585151, -73.94911727659762 40.83664391699225, -73.94917597966977 40.83667021481565, -73.94922965622453 40.83669672230418, -73.94929013211579 40.83672882439481, -73.94928677165949 40.83673230770122, -73.94928424814312 40.83673617733681, -73.94928263644404 40.83674031848252, -73.9492819843845 40.836744608263146, -73.94928231131242 40.83674891939314, -73.94928360752745 40.83675312395344, -73.94928583456873 40.83675709718713, -73.94928892635602 40.83676072120116, -73.94929279115051 40.83676388846438, -73.94929731427676 40.836766504998266, -73.94930236152537 40.836768493165515, -73.94937691899362 40.83677986662087, -73.94943973232037 40.83679123167294, -73.94944208548334 40.83679168938038, -73.94949718464441 40.83681451401539, -73.94954189026784 40.836879164684895, -73.94918037460164 40.83786354426964, -73.94915212694754 40.837933086798124, -73.9490043834921 40.83842512353632, -73.948928697583 40.838642961604954, -73.94883940580632 40.83887517148198, -73.94875742276521 40.839019773264305, -73.94865753646815 40.83930088140315, -73.94856033151201 40.83956442171723, -73.94849618927184 40.83966712981784, -73.94842839437094 40.83986039107489, -73.94833396580364 40.83999687240789, -73.94827428557412 40.840063077706304, -73.94823331290571 40.84011713334641, -73.94807462941883 40.84046579647919, -73.94796679712853 40.840653645886356, -73.94785982163091 40.84089555057813, -73.94776174809525 40.84112529461682, -73.94770913537562 40.841263145341635, -73.94760579141462 40.841409086259745, -73.94755588563768 40.84152820660549, -73.94665611588222 40.841296263949424, -73.94645102251418 40.84124339421258, -73.94580859221503 40.84111713180393, -73.94573530082998 40.8411036250737, -73.94567427822898 40.841096419322064, -73.94468005009942 40.84105051534542, -73.94306473577667 40.84019294447717))",10032,10032,10032,64264.0,1024700
1019100,Upper West Side-Manhattan Valley,MN0703,36061019100,"POLYGON ((-73.96571035273881 40.80043655665911, -73.96620549754583 40.799760317657565, -73.96666158254364 40.79913176689613, -73.96711995787349 40.798504276535034, -73.96720424365945 40.79838462603471, -73.96725087237866 40.798319892716535, -73.96729736026779 40.79825535366791, -73.96737497643113 40.798147598441496, -73.96742298573879 40.798080947448106, -73.96747653670838 40.798006602903364, -73.96757893246149 40.7978665461535, -73.96889751325476 40.79842400805776, -73.96900258814289 40.79847143650704, -73.96909788923172 40.7985184779175, -73.97042257357847 40.799071063049745, -73.97174817716817 40.79963033916795, -73.97192360063863 40.7997043484582, -73.97255403610548 40.799952951524034, -73.97329919503542 40.80026086097883, -73.97424680488768 40.80064015135597, -73.97432450993998 40.80067319459798, -73.97439027570084 40.80070298043169, -73.97457680276091 40.80077760582498, -73.97466532201963 40.800813020384325, -73.97448698022515 40.80105693471898, -73.97414337367942 40.801516401471424, -73.9739407393642 40.801808532222346, -73.97389964627254 40.80188936998323, -73.97377452836453 40.80204535248776, -73.97372036052833 40.80216732197675, -73.97361298074414 40.80229636664784, -73.9735420334103 40.80235591799685, -73.97336646709056 40.802629620335594, -73.97320493707178 40.80282956537458, -73.97312834791866 40.80297422276814, -73.9730704621602 40.80305505576615, -73.97303498584652 40.80307348102864, -73.97292292698438 40.803249330287784, -73.97286782965497 40.80332024166309, -73.97287154784287 40.8033556952178, -73.97279883468761 40.80332866702121, -73.97265720542602 40.803276021122414, -73.97257755613053 40.80324669050371, -73.97249997931429 40.803216119134824, -73.97150356949743 40.80283723981354, -73.97032565865868 40.80238406110888, -73.97027376571116 40.802358537070376, -73.97021570839894 40.802335351394596, -73.9701750421265 40.80231825708477, -73.97007911563556 40.80227793335194, -73.97004718233748 40.8022645097469, -73.9699020980858 40.8022021152803, -73.96950061769597 40.80202945148981, -73.96939560435698 40.80198428847917, -73.96858337071167 40.80163496530365, -73.96798508933263 40.80139686129116, -73.9678754172539 40.80135286273515, -73.96776066200394 40.80130717231347, -73.96720251704627 40.801067902011845, -73.96703306790967 40.80099628053843, -73.96693631351691 40.80095538519451, -73.96680164829982 40.800898466051784, -73.96571035273881 40.80043655665911))",10025,10025,10025,92805.0,1019100
1019500,Upper West Side-Manhattan Valley,MN0703,36061019500,"POLYGON ((-73.96386103151411 40.80297152667094, -73.96430077266663 40.80237213832317, -73.96475907077463 40.80174110107911, -73.96521488132228 40.80111063815273, -73.96540437351976 40.80085419154586, -73.96543581628019 40.80081149736222, -73.96571035273881 40.80043655665911, -73.96680164829982 40.800898466051784, -73.96693631351691 40.80095538519451, -73.96703306790967 40.80099628053843, -73.96720251704627 40.801067902011845, -73.96776066200394 40.80130717231347, -73.9678754172539 40.80135286273515, -73.96798508933263 40.80139686129116, -73.96858337071167 40.80163496530365, -73.96939560435698 40.80198428847917, -73.96950061769597 40.80202945148981, -73.9699020980858 40.8022021152803, -73.97004718233748 40.8022645097469, -73.97007911563556 40.80227793335194, -73.9701750421265 40.80231825708477, -73.97021570839894 40.802335351394596, -73.97027376571116 40.802358537070376, -73.97032565865868 40.80238406110888, -73.97150356949743 40.80283723981354, -73.97249997931429 40.803216119134824, -73.97257755613053 40.80324669050371, -73.97265720542602 40.803276021122414, -73.97279883468761 40.80332866702121, -73.97287154784287 40.8033556952178, -73.97255405571883 40.8037981425453, -73.97217213031549 40.80431858521608, -73.97205071326579 40.804529884482676, -73.97195268255523 40.804619218022445, -73.97181825317531 40.80471705111007, -73.97179955986908 40.804785124005335, -73.97171176574085 40.804931199936945, -73.97162025427731 40.80504180311539, -73.97161089250876 40.8050956962895, -73.97144186841916 40.8053339358321, -73.9712905919953 40.805528216642415, -73.97110741774189 40.805789648984856, -73.97098743940903 40.8057424118882, -73.97084124377231 40.80568485229362, -73.97076338333183 40.805656881192775, -73.97069302448766 40.8056297770613, -73.96978698095823 40.80530000291726, -73.9686068365116 40.8048704520752, -73.9685588966917 40.804853086161266, -73.96849482985654 40.80483177224759, -73.96804825644325 40.80468320075796, -73.96680303801742 40.80420705815623, -73.96670083381996 40.804167973677636, -73.96659726947921 40.804123173592245, -73.96617471737498 40.803944999978135, -73.96603478094863 40.803885993392754, -73.96556475343671 40.803688094612966, -73.96542617223858 40.80362981123469, -73.96434254546516 40.80317405114942, -73.96386103151411 40.80297152667094))",10025,10025,10025,92805.0,1019500
1027900,Washington Heights (North),MN1202,36061027900,"POLYGON ((-73.93131356282066 40.85932689238671, -73.93132699030298 40.859292938016566, -73.93136898936667 40.85918673571922, -73.9314268889547 40.8590403265061, -73.9314580255119 40.8589724415625, -73.93181677089433 40.858271859921345, -73.93204275990644 40.85784051369291, -73.93263136048186 40.85671557785019, -73.93220344842115 40.85658598964659, -73.93216265346803 40.85657764451392, -73.93212059399849 40.85657460459591, -73.93207845833611 40.85657695592582, -73.93203743640882 40.85658463184615, -73.93147458340555 40.856850436035515, -73.93124251629338 40.856958259438414, -73.9305015385762 40.857302529501155, -73.93030054261177 40.85732226574571, -73.92992403235966 40.85735923534004, -73.92892570832197 40.85744432162188, -73.92823268508761 40.857167791244436, -73.9282659842475 40.85680765961379, -73.92841081195272 40.85660559890109, -73.92871531131176 40.856180764104856, -73.92916844444215 40.85555657965975, -73.929644152192 40.85490755269891, -73.93008254792234 40.85430914545799, -73.9305384900975 40.85368454269531, -73.93099540591199 40.853062090494205, -73.93222808784421 40.853581337315966, -73.93370462341414 40.85416860817178, -73.93462671802251 40.85448891731361, -73.93455255059138 40.85471735182867, -73.93427175269325 40.85558218701092, -73.9341073374513 40.85602020199024, -73.93368091987837 40.85678133926666, -73.93342976491267 40.85727377192133, -73.93298281280481 40.85811266304873, -73.93228360554097 40.85944734184842, -73.93225554121612 40.85947137236799, -73.93222300417003 40.8594918960416, -73.93218674608731 40.8595084387203, -73.93214760462006 40.859520618225936, -73.93210648429216 40.85952815328748, -73.93206433481674 40.859530869774574, -73.93202212994572 40.85952870493006, -73.93198084471081 40.859521708766835, -73.93131356282066 40.85932689238671))",10033,10033,10033,59607.0,1027900
1028300,Washington Heights (North),MN1202,36061028300,"POLYGON ((-73.92712203234545 40.858109143111626, -73.92726598869768 40.857928217605284, -73.92742820130032 40.85775498406088, -73.92760755149217 40.85759099162666, -73.92780259291058 40.85743766979975, -73.92801160408993 40.85729625240807, -73.92823268508761 40.857167791244436, -73.92892570832197 40.85744432162188, -73.92992403235966 40.85735923534004, -73.93030054261177 40.85732226574571, -73.9305015385762 40.857302529501155, -73.93124251629338 40.856958259438414, -73.93147458340555 40.856850436035515, -73.93203743640882 40.85658463184615, -73.93207845833611 40.85657695592582, -73.93212059399849 40.85657460459591, -73.93216265346803 40.85657764451392, -73.93220344842115 40.85658598964659, -73.93263136048186 40.85671557785019, -73.93204275990644 40.85784051369291, -73.93181677089433 40.858271859921345, -73.9314580255119 40.8589724415625, -73.9314268889547 40.8590403265061, -73.93136898936667 40.85918673571922, -73.93132699030298 40.859292938016566, -73.93131356282066 40.85932689238671, -73.93073928112065 40.85939516887702, -73.93048806880617 40.85948682053024, -73.92963710094678 40.85979227785894, -73.92882030748542 40.86009526216658, -73.92841938757776 40.86024152303095, -73.9273294952717 40.86064622314218, -73.92650212846068 40.86095543898131, -73.92566880517332 40.861258486525045, -73.92541809942314 40.861349476447934, -73.92536862116422 40.861365476184844, -73.92525889703006 40.86140400151285, -73.92512860121136 40.861451877743455, -73.92477898158687 40.86157944911786, -73.92479234790142 40.86153523131312, -73.92492814422333 40.861286368675586, -73.92493520233629 40.86111038980668, -73.9249682966886 40.86090046721287, -73.92500871697938 40.86075584654136, -73.92502144268754 40.86069475883193, -73.92508657384798 40.860499298606854, -73.92517532370854 40.860308379189235, -73.92528671606489 40.860124431663024, -73.92541922817833 40.85994971285869, -73.92557080235478 40.85978622160414, -73.92573902854139 40.85963559766512, -73.92592118360355 40.85949912043611, -73.9261143931377 40.85937763550721, -73.9262967939143 40.85928509676318, -73.92646864130435 40.85917598775665, -73.92662614376843 40.85905139250526, -73.92676583806102 40.858913073219846, -73.92688476190988 40.85876335531857, -73.9269807239887 40.85860501434469, -73.92705238991016 40.85844111854078, -73.92709933276386 40.85827480204794, -73.92712203234545 40.858109143111626))",10033,10033,10033,59607.0,1028300
1030300,Inwood,MN1203,36061030300,"POLYGON ((-73.91520040625231 40.86955795766315, -73.91568081473874 40.86888801995708, -73.91613820696494 40.86825019337496, -73.9165877599101 40.86763247844989, -73.91704318694617 40.86702575849492, -73.91841445975702 40.86758346747222, -73.91975383180568 40.868113916465774, -73.92121296218497 40.86769232428316, -73.92172594885379 40.86849628275417, -73.92214134272525 40.869147341132845, -73.92203334892042 40.86918995078436, -73.92192765875845 40.869235768448284, -73.92182443752233 40.869284722475, -73.92172384712178 40.869336736307424, -73.92162604438062 40.869391728593946, -73.92153118225072 40.86944961333712, -73.92089644854137 40.86987656387823, -73.91925463710895 40.87100738519839, -73.91969869556743 40.87206307630005, -73.9194587710082 40.87224882736374, -73.91856403694757 40.871478376540864, -73.91791597822689 40.87092246655326, -73.91697269789317 40.870146945186264, -73.91690144138336 40.870089234743354, -73.91641066422667 40.86969175322206, -73.91627539947248 40.86958220118187, -73.9158700332697 40.86984523101413, -73.91520040625231 40.86955795766315))",10034,10034,10034,42910.0,1030300
1030700,Inwood,MN1203,36061030700,"POLYGON ((-73.91400968139351 40.87116012619573, -73.91469365909495 40.87022418775653, -73.91520040625231 40.86955795766315, -73.9158700332697 40.86984523101413, -73.91627539947248 40.86958220118187, -73.91641066422667 40.86969175322206, -73.91690144138336 40.870089234743354, -73.91697269789317 40.870146945186264, -73.91791597822689 40.87092246655326, -73.91856403694757 40.871478376540864, -73.9194587710082 40.87224882736374, -73.9184290659034 40.873009323679334, -73.91717240344207 40.87249618417726, -73.9162776777236 40.87211518370781, -73.91505675162777 40.87160243185977, -73.91414711843618 40.871216070852505, -73.91409019890763 40.87119416407375, -73.91400968139351 40.87116012619573))",10034,10034,10034,42910.0,1030700
